Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000116350,SRSF4,63,0.25077,28,-1.0180,68,0.37568,62,0.22058,67,0.35798,42,-0.4173,73,0.48157,39,-0.5294,46,-0.2731
ENSG00000116353,MECR,41,0.23295,64,0.99312,28,-0.3923,31,-0.2421,44,0.34880,31,-0.2166,30,-0.2872,26,-0.4893,26,-0.5038
ENSG00000060656,PTPRU,4,-2.5907,6,-2.1150,4,-2.6949,81,2.03723,59,1.39056,45,0.89212,6,-2.0729,9,-1.6385,21,-0.3201
ENSG00000162512,SDC3,170,-0.4656,337,0.65383,271,0.28832,197,-0.2294,141,-0.7610,239,0.07890,281,0.34772,211,-0.1190,201,-0.2009
ENSG00000134644,PUM1,180,0.08369,163,-0.0721,219,0.40489,211,0.34287,254,0.66357,115,-0.6205,163,-0.0729,113,-0.6489,119,-0.5749
ENSG00000121766,ZCCHC17,90,-0.6540,176,0.42102,178,0.43125,170,0.35819,144,0.08128,118,-0.2359,134,-0.0366,147,0.11405,74,-0.9654
ENSG00000121769,FABP3,77,-0.7415,117,-0.0719,104,-0.2700,271,1.37778,225,1.03223,90,-0.4828,78,-0.7114,67,-0.9469,74,-0.7874
ENSG00000162517,PEF1,102,-0.0968,180,0.84994,124,0.22352,89,-0.3108,106,-0.0426,81,-0.4676,81,-0.4723,142,0.43788,72,-0.6458
ENSG00000084636,COL16A1,41,-0.3649,48,-0.1316,36,-0.5983,42,-0.3566,76,0.61958,31,-0.7883,61,0.25481,49,-0.1086,85,0.82819
ENSG00000121753,ADGRB2,221,-0.6745,425,0.37213,364,0.11702,461,0.51030,438,0.42457,239,-0.5531,349,0.04605,292,-0.2417,261,-0.4184
ENSG00000184007,PTP4A2,283,0.50134,97,-1.1919,169,-0.3433,290,0.54086,223,0.10795,374,0.98519,80,-1.4876,114,-0.9540,252,0.30605
ENSG00000121774,KHDRBS1,111,-0.1985,209,0.86600,148,0.26919,125,-0.0082,110,-0.2084,72,-0.8770,111,-0.1928,166,0.46874,76,-0.7915
ENSG00000121775,TMEM39B,20,-0.4993,34,0.34134,52,1.05176,24,-0.2466,39,0.56029,24,-0.2614,29,0.09014,16,-0.8495,12,-1.2925
ENSG00000025800,KPNA6,24,-0.6566,38,0.09833,71,1.16581,47,0.43549,32,-0.2012,13,-1.5171,24,-0.6174,45,0.36383,29,-0.3191
ENSG00000084652,TXLNA,27,-0.1095,37,0.39833,16,-0.8833,41,0.54952,29,-0.0295,11,-1.5150,38,0.45367,39,0.48559,24,-0.3294
ENSG00000160050,CCDC28B,19,-0.5459,34,0.36603,17,-0.7102,23,-0.2929,14,-1.0316,15,-0.9181,40,0.60184,31,0.17787,54,1.13863
ENSG00000084623,EIF3I,115,-0.0551,132,0.16721,142,0.28426,98,-0.3230,116,-0.0445,110,-0.1326,109,-0.1423,106,-0.1955,146,0.33214
ENSG00000175130,MARCKSL1,285,-0.0206,245,-0.2602,208,-0.5195,198,-0.5943,110,-1.4967,339,0.26516,396,0.52432,395,0.51988,420,0.62620
ENSG00000160058,BSDC1,57,-0.4049,72,-0.0284,55,-0.4503,67,-0.1448,122,0.85508,49,-0.6284,85,0.24283,75,0.04300,77,0.08401
ENSG00000176261,ZBTB8OS,30,-0.5003,40,-0.0487,22,-0.9577,70,0.88148,32,-0.4137,51,0.35512,51,0.33366,39,-0.1113,37,-0.1714
ENSG00000162521,RBBP4,81,-0.2333,126,0.47525,92,-0.0429,56,-0.8214,72,-0.4251,77,-0.3210,181,1.11296,97,0.04563,66,-0.5561
ENSG00000162522,KIAA1522,29,-0.2063,19,-0.8684,25,-0.4074,23,-0.5446,34,0.06438,33,0.01429,27,-0.2865,61,1.02826,44,0.48970
ENSG00000134684,YARS,110,0.15893,134,0.49467,113,0.20487,105,0.08538,101,0.02248,80,-0.3566,98,-0.0172,86,-0.2377,69,-0.5758
ENSG00000160097,FNDC5,1,-3.8558,28,0.16419,12,-1.1328,60,1.50174,23,-0.1389,27,0.12740,31,0.34450,18,-0.4993,25,0.02610
ENSG00000121905,HPCA,187,-1.2796,522,0.34007,650,0.71282,497,0.25669,722,0.89692,260,-0.7732,345,-0.3335,372,-0.2115,267,-0.7362
ENSG00000121900,TMEM54,28,-0.9602,25,-1.1515,31,-0.8187,102,1.14016,36,-0.5918,52,-0.0066,58,0.18870,75,0.59285,63,0.30308
ENSG00000004455,AK2,40,0.49392,11,-1.5019,20,-0.6447,26,-0.2003,17,-0.8377,48,0.77956,45,0.66361,25,-0.2581,36,0.30724
ENSG00000160094,ZNF362,72,1.07659,36,-0.0876,16,-1.3022,21,-0.9447,54,0.58962,28,-0.4996,38,-0.0042,30,-0.3518,47,0.34862
ENSG00000134686,PHC2,118,0.70306,62,-0.3389,65,-0.2662,78,0.00584,100,0.41641,78,0.01237,47,-0.7676,40,-1.0432,108,0.55105
ENSG00000163866,SMIM12,51,0.06022,52,0.11521,62,0.38257,44,-0.1548,51,0.06556,29,-0.8045,60,0.35153,53,0.13254,37,-0.4496
ENSG00000116544,DLGAP3,124,-0.3482,133,-0.2311,217,0.56728,154,0.00172,102,-0.6535,160,0.05751,165,0.11166,212,0.52757,120,-0.4015
ENSG00000116560,SFPQ,129,-0.3051,194,0.35564,190,0.32067,127,-0.3342,148,-0.0954,127,-0.3343,195,0.35840,149,-0.0796,150,-0.0738
ENSG00000146463,ZMYM4,101,1.28036,48,-0.0038,38,-0.3586,30,-0.7310,50,0.08801,27,-0.8602,46,-0.0713,61,0.40169,29,-0.7852
ENSG00000142687,KIAA0319L,57,-0.1301,89,0.59820,65,0.08840,58,-0.1115,60,-0.0403,49,-0.3571,48,-0.3877,67,0.13340,62,0.01712
ENSG00000020129,NCDN,228,-1.1568,904,1.09022,651,0.51376,493,0.05267,624,0.44214,265,-0.9271,372,-0.3973,547,0.22164,214,-1.2552
ENSG00000126067,PSMB2,66,-0.9662,213,0.93218,117,-0.0720,141,0.21998,135,0.15744,122,-0.0116,122,-0.0105,105,-0.2518,84,-0.6068
ENSG00000142686,C1orf216,53,-1.0629,184,0.93730,164,0.73700,103,-0.0346,144,0.51576,84,-0.3705,74,-0.5550,73,-0.5847,70,-0.6431
ENSG00000092847,AGO1,8,-2.3685,32,-0.2891,31,-0.3479,62,0.79773,38,-0.0254,56,0.61557,77,1.17018,14,-1.5544,29,-0.4255
ENSG00000054116,TRAPPC3,91,0.33361,88,0.26925,61,-0.3131,97,0.43631,54,-0.5037,66,-0.1836,87,0.25998,61,-0.3150,64,-0.2478
ENSG00000116871,MAP7D1,131,-0.6211,363,1.07391,240,0.35431,174,-0.1741,144,-0.4730,205,0.09323,225,0.24667,135,-0.5673,125,-0.6928
ENSG00000054118,THRAP3,73,0.03598,70,-0.0431,75,0.07423,58,-0.3498,104,0.61032,61,-0.2514,52,-0.5218,102,0.58165,51,-0.5305
ENSG00000181817,LSM10,45,0.10614,54,0.40693,58,0.53970,22,-0.9702,31,-0.4793,33,-0.3737,39,-0.0963,56,0.47563,38,-0.1307
ENSG00000116898,MRPS15,20,-1.3768,47,-0.0918,38,-0.4390,45,-0.1650,65,0.41290,49,-0.0278,46,-0.1455,77,0.70016,64,0.40660
ENSG00000163873,GRIK3,30,0.31734,0,-7.9902,0,-6.8452,64,1.70199,68,1.83948,24,-0.0079,12,-1.0304,1,-4.0903,20,-0.3387
ENSG00000163875,MEAF6,106,-0.0480,153,0.55819,134,0.33698,77,-0.5491,170,0.73390,75,-0.5971,108,-0.0240,79,-0.5056,81,-0.4693
ENSG00000183317,EPHA10,10,-1.5243,34,0.41757,102,2.56784,13,-1.0707,22,-0.2536,15,-0.8622,23,-0.2101,14,-0.9692,4,-2.8819
ENSG00000197982,C1orf122,214,-0.1434,225,-0.0633,144,-0.7623,252,0.11921,150,-0.7059,252,0.12010,240,0.04336,301,0.41532,328,0.55926
ENSG00000183431,SF3A3,30,-0.6130,45,0.02653,55,0.34102,34,-0.4317,53,0.29646,60,0.48638,50,0.17793,35,-0.3835,39,-0.2258
ENSG00000183520,UTP11,34,0.40499,28,0.08071,32,0.28796,22,-0.2837,32,0.26039,17,-0.6851,48,0.98926,16,-0.8013,11,-1.3224
ENSG00000116954,RRAGC,23,-0.6834,39,0.10900,39,0.12322,14,-1.4248,46,0.38543,59,0.81916,53,0.65081,20,-0.9229,32,-0.2071
ENSG00000174574,AKIRIN1,55,-0.4179,99,0.54488,94,0.46334,96,0.49684,58,-0.3380,55,-0.4011,113,0.77886,51,-0.5224,19,-2.0077
ENSG00000168653,NDUFS5,447,0.01842,433,-0.0355,389,-0.2066,454,0.04083,406,-0.1393,480,0.13341,307,-0.5808,610,0.53348,455,0.04766
ENSG00000127603,MACF1,143,-0.2458,167,0.00121,60,-1.5729,198,0.27943,121,-0.5065,109,-0.6709,267,0.79172,126,-0.4514,310,1.05415
ENSG00000090621,PABPC4,142,0.85379,56,-0.6674,76,-0.1820,107,0.36362,67,-0.3912,66,-0.4023,68,-0.3692,63,-0.4816,124,0.61991
ENSG00000116983,HPCAL4,352,-0.4419,522,0.19049,769,0.84992,388,-0.2890,490,0.08670,333,-0.5317,475,0.03720,521,0.18859,330,-0.5419
ENSG00000084072,PPIE,24,-0.5956,39,0.12332,21,-0.7949,43,0.31482,46,0.40028,52,0.61410,52,0.60861,18,-1.0405,26,-0.4768
ENSG00000168389,MFSD2A,48,0.45553,24,-0.6296,29,-0.3543,10,-2.0071,38,0.04699,40,0.15632,8,-2.2565,74,1.19264,58,0.76633
ENSG00000131236,CAP1,190,0.40435,195,0.44966,202,0.50154,95,-0.7045,130,-0.2125,123,-0.2985,124,-0.2895,127,-0.2496,151,0.02866
ENSG00000131238,PPT1,65,-1.0107,127,0.02607,165,0.46525,67,-0.9640,137,0.14958,126,0.02119,170,0.51557,130,0.06296,134,0.12341
ENSG00000084073,ZMPSTE24,30,-0.4511,33,-0.2958,53,0.45390,32,-0.3537,45,0.19719,37,-0.1227,40,-0.0131,40,0.00948,50,0.35965
ENSG00000084070,SMAP2,56,-1.0886,144,0.40631,239,1.29625,116,0.05211,140,0.35837,113,0.00670,55,-1.1086,82,-0.5125,68,-0.7832
ENSG00000117016,RIMS3,30,-2.1362,152,0.36877,91,-0.4480,170,0.55736,213,0.95312,107,-0.2042,96,-0.3673,110,-0.1577,123,0.01635
ENSG00000066136,NFYC,53,-0.1653,67,0.19737,52,-0.2179,113,1.10357,47,-0.3798,44,-0.4580,50,-0.2648,49,-0.2999,58,-0.0442
ENSG00000198815,FOXJ3,79,0.29693,101,0.72234,107,0.81658,44,-0.6330,71,0.11784,50,-0.4396,50,-0.4157,43,-0.6686,46,-0.5535
ENSG00000177181,RIMKLA,1,-4.7764,27,-0.1138,32,0.13039,56,1.10121,42,0.61258,38,0.41691,33,0.20405,19,-0.6928,15,-0.9962
ENSG00000127125,PPCS,32,-0.5626,54,0.25897,26,-0.9132,50,0.12242,24,-0.9903,32,-0.5781,43,-0.1276,77,0.85785,77,0.87046
ENSG00000065978,YBX1,186,1.38424,48,-0.8615,55,-0.6538,42,-1.0725,27,-1.7316,140,0.86011,46,-0.9228,148,0.96373,61,-0.5071
ENSG00000164008,C1orf50,5,-2.3044,15,-0.7546,21,-0.2734,27,0.11624,23,-0.1494,41,0.78953,19,-0.4122,36,0.56236,40,0.73938
ENSG00000117394,SLC2A1,299,2.15939,47,-1.0461,12,-3.0535,24,-2.0353,77,-0.2858,63,-0.6125,90,-0.0474,116,0.37247,104,0.18494
ENSG00000117395,EBNA1BP2,24,-0.8179,90,1.39752,23,-0.8763,25,-0.7607,35,-0.2228,32,-0.3385,40,-0.0050,69,0.90678,24,-0.8167
ENSG00000178922,HYI,36,0.03815,32,-0.1407,34,-0.0488,27,-0.3969,28,-0.3435,25,-0.5633,30,-0.2432,46,0.45306,58,0.81813
ENSG00000142949,PTPRF,81,-1.3625,326,0.87180,273,0.56192,157,-0.3394,136,-0.5633,124,-0.7157,264,0.50993,215,0.16099,174,-0.1804
ENSG00000066135,KDM4A,46,0.74332,48,0.83966,28,-0.0667,18,-0.7201,22,-0.4244,16,-0.9251,38,0.40901,32,0.14351,15,-1.0655
ENSG00000126091,ST3GAL3,49,-0.4657,65,-0.0005,63,-0.0499,98,0.67414,81,0.36429,65,-0.0108,67,0.03463,46,-0.5350,53,-0.3376
ENSG00000117408,IPO13,102,0.21416,109,0.31412,78,-0.2157,91,0.01597,90,0.00300,96,0.11263,129,0.60339,52,-0.8518,60,-0.6303
ENSG00000117410,ATP6V0B,499,-0.3843,756,0.28834,804,0.39012,834,0.45277,875,0.53315,506,-0.3625,548,-0.2360,505,-0.3662,383,-0.7954
ENSG00000117411,B4GALT2,104,-0.4299,73,-0.9879,125,-0.1411,154,0.19941,123,-0.1722,154,0.19196,108,-0.3702,213,0.74390,175,0.40962
ENSG00000178028,DMAP1,16,-1.8728,49,-0.1995,80,0.59847,67,0.30812,65,0.26144,37,-0.6384,61,0.15035,79,0.58098,46,-0.3087
ENSG00000117419,ERI3,199,-0.2419,221,-0.0724,215,-0.1171,287,0.35551,328,0.58210,193,-0.2898,216,-0.1106,223,-0.0585,199,-0.2415
ENSG00000187147,RNF220,72,-0.3813,66,-0.5280,95,0.05358,103,0.19083,125,0.52098,94,0.04856,93,0.02067,73,-0.3590,103,0.19349
ENSG00000142937,RPS8,1053,0.47376,397,-1.0787,646,-0.3239,737,-0.1128,557,-0.5577,1365,0.92463,582,-0.4896,762,-0.0598,1017,0.41588
ENSG00000070785,EIF2B3,11,-1.1237,31,0.39439,21,-0.2471,31,0.42351,48,1.15717,15,-0.7422,28,0.22440,15,-0.7525,18,-0.4898
ENSG00000126107,HECTD3,39,0.17959,54,0.73336,29,-0.2955,39,0.19162,31,-0.1797,36,0.07035,23,-0.6267,36,0.06080,25,-0.5053
ENSG00000126088,UROD,96,0.19958,72,-0.2664,70,-0.2969,114,0.48592,70,-0.2959,64,-0.4422,106,0.36120,77,-0.1489,94,0.16195
ENSG00000117450,PRDX1,506,-0.0300,558,0.12928,254,-1.1107,345,-0.6360,460,-0.1816,482,-0.1084,791,0.71655,719,0.55352,524,0.02593
ENSG00000117448,AKR1A1,10,-2.2537,55,0.29077,56,0.31564,46,-0.0072,62,0.48339,35,-0.4097,46,-0.0037,32,-0.5820,72,0.75202
ENSG00000132780,NASP,33,0.07906,23,-0.4804,33,0.10942,31,-0.0228,32,0.05268,23,-0.4426,51,0.82238,30,-0.0293,23,-0.4541
ENSG00000159592,GPBP1L1,1,-5.0997,61,0.94300,40,0.21133,18,-1.0189,36,0.06873,57,0.82719,44,0.36648,29,-0.3107,28,-0.3321
ENSG00000085998,POMGNT1,53,-0.7932,102,0.26143,97,0.16958,75,-0.2369,79,-0.1602,73,-0.2724,118,0.49433,102,0.26204,85,-0.0342
ENSG00000132128,LRRC41,52,-0.6464,85,0.14014,92,0.26983,57,-0.4932,116,0.66923,80,0.04217,90,0.23387,64,-0.3126,65,-0.2859
ENSG00000173660,UQCRH,290,-0.4328,343,-0.1687,401,0.08622,367,-0.0607,475,0.36445,356,-0.1086,419,0.15837,455,0.29166,320,-0.2795
ENSG00000117480,FAAH,33,-0.3210,69,0.91193,70,0.94762,6,-2.7430,49,0.31958,45,0.19366,34,-0.2454,12,-1.8534,42,0.08691
ENSG00000079277,MKNK1,16,-1.4517,70,0.84413,69,0.82554,43,0.05393,18,-1.3086,17,-1.3480,59,0.55945,61,0.60758,25,-0.8128
ENSG00000123472,ATPAF1,112,-0.4576,135,-0.1702,88,-0.8373,173,0.23840,103,-0.5900,147,-0.0311,187,0.36935,193,0.41919,209,0.55102
ENSG00000159658,EFCAB14,91,0.18363,70,-0.2377,69,-0.2522,59,-0.5025,54,-0.6269,67,-0.2967,77,-0.0818,84,0.05736,157,1.13845
ENSG00000162368,CMPK1,56,-0.8322,92,-0.0447,84,-0.1895,95,-0.0069,135,0.58642,97,0.02441,63,-0.6573,130,0.51474,104,0.14062
ENSG00000162374,ELAVL4,174,-0.2610,109,-0.9865,149,-0.5003,318,0.73822,451,1.37489,175,-0.2532,125,-0.7831,187,-0.1441,153,-0.4583
ENSG00000185104,FAF1,17,-0.9170,31,0.02945,51,0.85806,25,-0.3187,43,0.56717,13,-1.2765,31,0.05507,27,-0.1883,36,0.25535
ENSG00000123091,RNF11,458,-0.1126,460,-0.1063,425,-0.2311,448,-0.1458,809,0.84244,526,0.11335,299,-0.7815,621,0.38654,372,-0.4445
ENSG00000085832,EPS15,85,-0.8288,95,-0.6655,119,-0.3154,191,0.45850,249,0.92316,106,-0.4905,150,0.05653,101,-0.5727,205,0.58020
ENSG00000078618,NRDC,68,-0.1956,80,0.06742,98,0.41503,88,0.23554,99,0.41971,66,-0.2290,59,-0.4001,72,-0.0998,58,-0.4463
ENSG00000169213,RAB3B,115,-0.0508,8,-4.0302,64,-0.9559,258,1.35173,90,-0.4399,352,1.97771,47,-1.4248,32,-2.0084,99,-0.2784
ENSG00000117862,TXNDC12,15,-1.2648,37,0.05887,37,0.08002,33,-0.1055,32,-0.1823,31,-0.2259,73,1.23807,17,-1.1122,44,0.33737
ENSG00000134717,BTF3L4,31,-1.2228,92,0.47517,116,0.88528,58,-0.2585,95,0.53270,80,0.23926,40,-0.8306,41,-0.8179,65,-0.0860
ENSG00000157077,ZFYVE9,31,-0.9270,42,-0.4337,73,0.43930,78,0.56439,86,0.71497,38,-0.6210,37,-0.6571,63,0.21024,54,-0.0539
ENSG00000134748,PRPF38A,30,0.08553,17,-0.8301,24,-0.2762,20,-0.5712,14,-1.1303,42,0.61642,23,-0.3728,50,0.93414,39,0.50175
ENSG00000134744,TUT4,97,1.64060,39,0.02360,21,-0.9107,11,-1.8202,11,-1.9235,47,0.32097,45,0.26770,14,-1.5367,59,0.72492
ENSG00000162378,ZYG11B,193,-0.3962,211,-0.2545,373,0.68776,354,0.59360,359,0.61941,251,0.02244,200,-0.3436,180,-0.5066,106,-1.3151
ENSG00000116171,SCP2,72,-0.4649,76,-0.3785,85,-0.2037,115,0.27886,63,-0.6850,102,0.08490,129,0.47115,81,-0.2814,148,0.70732
ENSG00000162384,CZIB,98,0.82492,82,0.52394,35,-0.8370,49,-0.3261,49,-0.3024,34,-0.8629,83,0.55468,56,-0.0895,50,-0.2737
ENSG00000157193,LRP8,43,-0.3663,40,-0.5032,31,-0.9051,85,0.73913,79,0.59642,83,0.69839,27,-1.0715,50,-0.1514,54,-0.0093
ENSG00000081870,HSPB11,19,-0.3832,30,0.38036,28,0.23953,9,-1.4998,28,0.26698,19,-0.4027,34,0.56062,24,-0.0144,26,0.10850
ENSG00000116209,TMEM59,310,0.85175,133,-0.5483,146,-0.3981,131,-0.5606,197,0.07951,132,-0.5557,220,0.26683,205,0.14584,211,0.19464
ENSG00000116221,MRPL37,34,-0.8248,113,1.12489,34,-0.8372,68,0.24717,49,-0.2783,42,-0.5063,39,-0.6122,65,0.16730,80,0.52329
ENSG00000157216,SSBP3,225,-0.2802,253,-0.0934,207,-0.4147,522,1.13991,471,0.95457,162,-0.7901,210,-0.3918,167,-0.7485,196,-0.4952
ENSG00000243725,TTC4,18,-0.4987,35,0.56236,25,0.04560,12,-1.0996,46,1.06362,13,-0.9944,31,0.39857,17,-0.6162,24,-0.0094
ENSG00000116133,DHCR24,140,-0.4438,188,0.02431,238,0.40700,291,0.75267,363,1.14658,102,-0.9390,104,-0.9068,129,-0.5784,115,-0.7498
ENSG00000162402,USP24,15,-1.4190,46,0.31689,46,0.31798,25,-0.6872,23,-0.7752,47,0.34013,53,0.54910,56,0.64049,31,-0.3137
ENSG00000162407,PLPP3,132,-1.0811,253,-0.0617,127,-1.1379,91,-1.6323,48,-2.5654,149,-0.8855,751,1.89567,251,-0.0713,560,1.31260
ENSG00000162409,PRKAA2,19,-1.4738,102,1.27070,56,0.22720,45,-0.1391,44,-0.1652,48,-0.0052,38,-0.3823,60,0.34782,26,-0.9736
ENSG00000162601,MYSM1,47,0.79688,44,0.67566,18,-0.7208,11,-1.5251,33,0.21936,22,-0.4717,17,-0.8708,42,0.59722,29,-0.0120
ENSG00000177606,JUN,131,-0.3792,231,0.55101,174,0.07343,74,-1.2455,90,-0.9621,98,-0.8325,336,1.21417,89,-0.9732,270,0.81881
ENSG00000134709,HOOK1,15,-1.0251,29,0.00658,27,-0.1274,52,0.99918,50,0.90995,15,-1.0381,22,-0.4531,25,-0.2395,26,-0.1539
ENSG00000162599,NFIA,242,0.79095,105,-0.5694,88,-0.8504,142,-0.0950,70,-1.1917,248,0.83316,164,0.13531,94,-0.7486,205,0.50778
ENSG00000162604,TM2D1,40,-0.4682,47,-0.2014,20,-1.4979,58,0.13486,55,0.03253,40,-0.4482,107,1.18769,70,0.43397,45,-0.2921
ENSG00000162607,USP1,9,-1.6047,23,-0.1567,49,1.12478,4,-2.6602,34,0.47603,14,-0.9429,12,-1.0627,21,-0.3062,61,1.55529
ENSG00000116641,DOCK7,35,-0.3232,25,-0.8325,30,-0.5424,25,-0.8170,24,-0.9019,40,-0.0829,99,1.47227,47,0.15300,58,0.50312
ENSG00000079739,PGM1,13,-1.4296,44,0.40951,9,-2.0354,13,-1.4675,8,-2.2205,30,-0.1944,91,1.72126,56,0.83409,44,0.40180
ENSG00000158966,CACHD1,3,-3.4328,34,-0.0519,21,-0.8331,28,-0.3396,15,-1.2574,34,-0.0691,47,0.47220,74,1.27577,60,0.90070
ENSG00000162437,RAVER2,73,1.31192,32,-0.0798,13,-1.4494,19,-0.9224,8,-2.2191,12,-1.5638,69,1.20746,24,-0.5312,56,0.82639
ENSG00000162434,JAK1,105,0.70231,55,-0.3637,71,0.04870,33,-1.1538,70,0.01257,46,-0.6334,83,0.29180,94,0.50221,65,-0.0901
ENSG00000162433,AK4,80,-0.5417,109,-0.0473,110,-0.0338,95,-0.2600,89,-0.3594,82,-0.4978,147,0.44595,131,0.25987,166,0.64906
ENSG00000116675,DNAJC6,160,-0.9346,287,-0.0189,352,0.31508,412,0.58057,576,1.17230,190,-0.6737,165,-0.8915,265,-0.1504,209,-0.5250
ENSG00000213625,LEPROT,57,0.49881,21,-1.1141,33,-0.3873,7,-2.6417,17,-1.3604,17,-1.4110,117,1.80324,49,0.22117,64,0.67302
ENSG00000184588,PDE4B,60,-0.2685,83,0.25189,65,-0.1232,54,-0.4348,59,-0.3006,79,0.17845,73,0.04259,51,-0.5183,114,0.79706
ENSG00000118473,SGIP1,58,-0.5676,100,0.29983,68,-0.3345,98,0.25510,119,0.58964,48,-0.8585,93,0.18369,59,-0.5403,107,0.41165
ENSG00000198160,MIER1,47,0.61958,38,0.25839,28,-0.2135,20,-0.7488,42,0.43468,30,-0.1464,26,-0.3247,43,0.47707,16,-1.0398
ENSG00000142864,SERBP1,134,0.33777,99,-0.1608,98,-0.1727,100,-0.1466,88,-0.3502,116,0.09738,115,0.08538,117,0.11568,116,0.09929
ENSG00000172380,GNG12,38,0.36001,23,-0.3984,16,-0.9753,13,-1.3001,14,-1.1512,41,0.51608,42,0.53876,31,0.05858,53,0.93829
ENSG00000116729,WLS,55,-0.8055,62,-0.6271,25,-1.9716,51,-0.9309,51,-0.9082,54,-0.8180,238,1.69215,98,0.10179,191,1.26761
ENSG00000033122,LRRC7,53,-0.3880,72,0.11468,158,1.49164,44,-0.6808,76,0.19424,70,0.05950,41,-0.7607,42,-0.7340,50,-0.4809
ENSG00000116754,SRSF11,219,0.74019,149,0.08797,143,0.02066,110,-0.3963,165,0.26275,114,-0.3351,106,-0.4468,122,-0.2361,140,-0.0132
ENSG00000118454,ANKRD13C,17,-1.0178,50,0.67560,25,-0.4672,38,0.21232,39,0.27623,18,-0.9632,27,-0.3042,28,-0.2828,57,0.90040
ENSG00000132485,ZRANB2,80,-0.4174,92,-0.1967,124,0.27689,104,-0.0091,156,0.67027,113,0.12698,94,-0.1745,80,-0.4289,97,-0.1167
ENSG00000172260,NEGR1,186,0.14993,160,-0.0919,172,0.02792,284,0.87357,231,0.51351,63,-1.5271,210,0.35837,97,-0.8668,120,-0.5512
ENSG00000178965,ERICH3,24,-1.0037,79,0.91398,88,1.09286,61,0.45515,44,-0.0864,50,0.14580,27,-0.8483,23,-1.0676,19,-1.3783
ENSG00000117054,ACADM,57,0.33578,42,-0.1517,35,-0.4517,30,-0.6932,43,-0.1250,23,-1.0695,48,0.05344,77,0.86134,62,0.47665
ENSG00000137955,RABGGTB,31,-0.3333,22,-0.8312,32,-0.2675,60,0.76012,34,-0.1448,30,-0.3609,43,0.22084,21,-0.8707,66,0.94436
ENSG00000117069,ST6GALNAC5,62,-0.1186,135,1.21674,114,0.90658,30,-1.2177,61,-0.1273,20,-1.7959,68,0.03931,66,0.00397,40,-0.7735
ENSG00000142892,PIGK,7,-1.8855,27,0.08467,11,-1.3059,16,-0.7117,56,1.35702,19,-0.4624,25,0.01142,41,0.81919,26,0.02588
ENSG00000154027,AK5,111,-1.0498,303,0.55683,357,0.84082,317,0.63333,337,0.73589,139,-0.6983,175,-0.3389,121,-0.9181,91,-1.3549
ENSG00000036549,AC118549.1,7,-1.8997,11,-1.1275,30,0.36025,40,0.88419,32,0.49237,25,0.08219,24,-0.0091,30,0.39831,15,-0.7452
ENSG00000077254,USP33,58,-0.5322,145,0.98282,61,-0.4627,92,0.20818,101,0.36145,82,0.00953,48,-0.8136,71,-0.2223,73,-0.1748
ENSG00000180488,MIGA1,29,-0.6053,53,0.31932,50,0.23020,45,0.05444,66,0.70246,24,-0.8960,63,0.63128,23,-0.9538,36,-0.3102
ENSG00000162613,FUBP1,50,-0.0557,90,0.92516,49,-0.1056,65,0.36111,38,-0.4950,34,-0.6638,53,0.02057,45,-0.2437,45,-0.2388
ENSG00000162616,DNAJB4,71,0.31332,92,0.74681,66,0.20415,48,-0.3004,39,-0.6219,37,-0.7099,60,0.04774,51,-0.2256,62,0.08450
ENSG00000117114,ADGRL2,34,-0.0454,93,1.75961,29,-0.2649,20,-0.8827,45,0.41844,16,-1.1855,29,-0.2943,28,-0.3332,18,-0.9992
ENSG00000137941,TTLL7,144,0.54920,99,-0.0623,159,0.72664,64,-0.7387,128,0.35646,106,0.04407,84,-0.3343,103,-0.0028,41,-1.4367
ENSG00000142875,PRKACB,289,-0.0534,459,0.72018,265,-0.1930,265,-0.1929,298,-0.0030,350,0.26088,271,-0.1579,336,0.19095,155,-1.0269
ENSG00000174021,GNG5,76,-0.0609,86,0.14369,66,-0.2829,19,-2.1272,20,-2.0694,56,-0.5426,124,0.76190,119,0.68714,142,1.00260
ENSG00000117155,SSX2IP,36,-1.2864,129,0.72721,110,0.44976,55,-0.6634,115,0.53301,62,-0.4608,95,0.21225,65,-0.3884,83,-0.0054
ENSG00000162642,C1orf52,54,-0.4775,91,0.33958,51,-0.5905,71,-0.0534,136,1.03831,63,-0.2455,57,-0.4101,72,-0.0315,68,-0.1337
ENSG00000153904,DDAH1,223,-0.9567,434,0.08853,235,-0.8755,424,0.05161,330,-0.3481,239,-0.8533,514,0.37066,526,0.40773,770,1.07284
ENSG00000142871,CCN1,39,0.49128,16,-0.9153,9,-1.7461,9,-1.7949,17,-0.7729,10,-1.5589,36,0.35821,43,0.64490,81,1.82697
ENSG00000117174,ZNHIT6,29,0.05707,20,-0.5493,23,-0.2717,25,-0.1538,19,-0.6309,17,-0.7323,30,0.10867,37,0.48727,50,0.98969
