**** Job starts ****
Mon Aug 18 03:07:03 PM EDT 2025
**** JHPCE info ****
User: neagles
Job id: 21519894
Job name: 07_liana_bivariate_run
Node name: compute-169
Task id: 2
Loading LIBD SLURM module for liana_plus/1.5.1

Currently Loaded Modules:
  1) JHPCE_ROCKY9_DEFAULT_ENV   3) conda/3-24.3.0
  2) JHPCE_tools/3.0            4) liana_plus/1.5.1

 

/dcs05/lieber/marmaypag/LFF_spatialERC_LIBD4140/LFF_spatial_ERC/code/17_cell_cell_comm/07_liana_bivariate_run.py:39: ImplicitModificationWarning: Trying to modify index of attribute `.var` of view, initializing view as actual.
/jhpce/shared/libd/core/liana_plus/1.5.1/liana_env/lib/python3.10/site-packages/anndata/_core/anndata.py:1758: UserWarning: Variable names are not unique. To make them unique, call `.var_names_make_unique`.
/jhpce/shared/libd/core/liana_plus/1.5.1/liana_env/lib/python3.10/site-packages/liana/utils/spatial_neighbors.py:143: ImplicitModificationWarning: Setting element `.obsp['spatial_connectivities']` of view, initializing view as actual.
/jhpce/shared/libd/core/liana_plus/1.5.1/liana_env/lib/python3.10/site-packages/anndata/_core/anndata.py:1758: UserWarning: Variable names are not unique. To make them unique, call `.var_names_make_unique`.
Using `.X`!
/jhpce/shared/libd/core/liana_plus/1.5.1/liana_env/lib/python3.10/site-packages/anndata/_core/anndata.py:381: FutureWarning: The dtype argument is deprecated and will be removed in late 2024.
/jhpce/shared/libd/core/liana_plus/1.5.1/liana_env/lib/python3.10/site-packages/anndata/_core/anndata.py:1758: UserWarning: Variable names are not unique. To make them unique, call `.var_names_make_unique`.
/jhpce/shared/libd/core/liana_plus/1.5.1/liana_env/lib/python3.10/site-packages/anndata/_core/anndata.py:1758: UserWarning: Variable names are not unique. To make them unique, call `.var_names_make_unique`.
7855 features of mat are empty, they will be removed.
Using resource `consensus`.

  0%|          | 0/1000 [00:00<?, ?it/s]
  0%|          | 3/1000 [00:00<00:34, 28.99it/s]
  1%|          | 6/1000 [00:00<00:33, 29.37it/s]
  1%|          | 9/1000 [00:00<00:33, 29.46it/s]
  1%|          | 12/1000 [00:00<00:33, 29.42it/s]
  2%|▏         | 15/1000 [00:00<00:33, 29.39it/s]
  2%|▏         | 18/1000 [00:00<00:33, 29.29it/s]
  2%|▏         | 21/1000 [00:00<00:33, 28.93it/s]
  2%|▏         | 24/1000 [00:00<00:33, 28.95it/s]
  3%|▎         | 27/1000 [00:00<00:33, 28.95it/s]
  3%|▎         | 30/1000 [00:01<00:33, 29.07it/s]
  3%|▎         | 33/1000 [00:01<00:33, 29.08it/s]
  4%|▎         | 36/1000 [00:01<00:33, 29.02it/s]
  4%|▍         | 39/1000 [00:01<00:33, 28.76it/s]
  4%|▍         | 42/1000 [00:01<00:33, 28.96it/s]
  4%|▍         | 45/1000 [00:01<00:32, 29.14it/s]
  5%|▍         | 48/1000 [00:01<00:32, 29.22it/s]
  5%|▌         | 51/1000 [00:01<00:32, 29.15it/s]
  5%|▌         | 54/1000 [00:01<00:32, 29.21it/s]
  6%|▌         | 57/1000 [00:01<00:32, 29.29it/s]
  6%|▌         | 60/1000 [00:02<00:31, 29.39it/s]
  6%|▋         | 63/1000 [00:02<00:31, 29.42it/s]
  7%|▋         | 66/1000 [00:02<00:31, 29.33it/s]
  7%|▋         | 69/1000 [00:02<00:31, 29.28it/s]
  7%|▋         | 72/1000 [00:02<00:31, 29.08it/s]
  8%|▊         | 75/1000 [00:02<00:31, 28.99it/s]
  8%|▊         | 78/1000 [00:02<00:31, 28.97it/s]
  8%|▊         | 81/1000 [00:02<00:31, 28.97it/s]
  8%|▊         | 84/1000 [00:02<00:31, 29.03it/s]
  9%|▊         | 87/1000 [00:02<00:31, 29.24it/s]
  9%|▉         | 90/1000 [00:03<00:30, 29.38it/s]
  9%|▉         | 93/1000 [00:03<00:30, 29.32it/s]
 10%|▉         | 96/1000 [00:03<00:30, 29.25it/s]
 10%|▉         | 99/1000 [00:03<00:30, 29.38it/s]
 10%|█         | 102/1000 [00:03<00:30, 29.45it/s]
 10%|█         | 105/1000 [00:03<00:30, 29.52it/s]
 11%|█         | 108/1000 [00:03<00:30, 29.52it/s]
 11%|█         | 111/1000 [00:03<00:30, 29.53it/s]
 11%|█▏        | 114/1000 [00:03<00:29, 29.54it/s]
 12%|█▏        | 117/1000 [00:04<00:29, 29.53it/s]
 12%|█▏        | 120/1000 [00:04<00:29, 29.57it/s]
 12%|█▏        | 123/1000 [00:04<00:29, 29.69it/s]
 13%|█▎        | 126/1000 [00:04<00:29, 29.69it/s]
 13%|█▎        | 129/1000 [00:04<00:29, 29.54it/s]
 13%|█▎        | 132/1000 [00:04<00:29, 29.31it/s]
 14%|█▎        | 135/1000 [00:04<00:29, 29.09it/s]
 14%|█▍        | 138/1000 [00:04<00:29, 29.10it/s]
 14%|█▍        | 141/1000 [00:04<00:29, 29.12it/s]
 14%|█▍        | 144/1000 [00:04<00:29, 29.19it/s]
 15%|█▍        | 147/1000 [00:05<00:29, 29.26it/s]
 15%|█▌        | 150/1000 [00:05<00:28, 29.38it/s]
 15%|█▌        | 153/1000 [00:05<00:28, 29.34it/s]
 16%|█▌        | 156/1000 [00:05<00:28, 29.22it/s]
 16%|█▌        | 159/1000 [00:05<00:28, 29.22it/s]
 16%|█▌        | 162/1000 [00:05<00:28, 29.31it/s]
 16%|█▋        | 165/1000 [00:05<00:28, 29.37it/s]
 17%|█▋        | 168/1000 [00:05<00:28, 29.55it/s]
 17%|█▋        | 171/1000 [00:05<00:28, 29.42it/s]
 17%|█▋        | 174/1000 [00:05<00:28, 29.37it/s]
 18%|█▊        | 177/1000 [00:06<00:28, 29.30it/s]
