Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000074211,PPP2R2C,3,-4.7623,339,2.29817,83,-0.2210,12,-3.0195,68,-0.5406,95,0.04189
ENSG00000179010,MRFAP1,92,-1.8406,599,1.10264,196,-0.8308,115,-1.5074,616,1.36525,252,-0.3784
ENSG00000178988,MRFAP1L1,223,1.49530,120,0.43176,47,-1.1979,22,-2.1643,145,0.85632,71,-0.4789
ENSG00000170871,KIAA0232,3,-3.9281,159,1.92903,30,-0.9753,1,-4.9457,62,0.31930,65,0.44005
ENSG00000132405,TBC1D14,153,2.02939,85,0.94274,37,-0.4848,1,-4.7216,77,0.89546,7,-3.1221
ENSG00000071127,WDR1,3,-4.0830,56,-0.0683,46,-0.4332,115,1.12177,106,1.14299,39,-0.7551
ENSG00000038219,BOD1L1,3,-4.2192,114,0.95154,50,-0.4541,38,-0.8130,74,0.25156,83,0.55131
ENSG00000118564,FBXL5,191,1.46580,109,0.50052,42,-1.1570,22,-1.9600,169,1.49149,31,-1.6602
ENSG00000237765,FAM200B,3,-4.8580,68,-0.5933,51,-1.1881,1,-5.8733,152,0.78435,188,1.49925
ENSG00000151552,QDPR,3,-7.6033,254,-1.5062,145,-2.6006,168,-2.1137,2021,2.40698,856,0.48173
ENSG00000168214,RBPJ,3,-4.6473,43,-1.0676,40,-1.3473,98,0.20550,185,1.52866,104,0.38015
ENSG00000169851,PCDH7,3,-3.9829,437,4.73681,38,-0.6527,1,-5.0001,2,-4.6198,12,-2.5089
ENSG00000047365,ARAP2,3,-3.8219,60,0.33636,25,-1.1660,50,0.05352,117,1.80268,37,-0.5229
ENSG00000109790,KLHL5,3,-4.1530,32,-1.0032,20,-1.9002,312,3.09986,26,-1.4039,71,0.30454
ENSG00000163682,RPL9,2601,0.95138,467,-1.7370,519,-1.8027,1572,0.11863,1449,-0.0119,2319,1.02759
ENSG00000163683,SMIM14,3,-3.8592,55,0.15118,33,-0.7659,41,-0.2933,69,0.60337,70,0.73737
ENSG00000078140,UBE2K,220,1.68002,265,2.04191,54,-0.7806,12,-2.7883,81,-0.0258,28,-1.8703
ENSG00000163697,APBB2,3,-4.3320,30,-1.2828,34,-1.2787,88,0.38314,151,1.56583,78,0.25745
ENSG00000154277,UCHL1,454,0.37280,2219,3.66599,134,-1.7310,75,-2.3738,220,-0.8312,125,-1.8442
ENSG00000064042,LIMCH1,3,-6.0068,250,0.19991,85,-1.6719,141,-0.6959,487,1.58903,268,0.40183
ENSG00000124406,ATP8A1,3,-4.7692,162,0.90029,23,-2.3316,52,-0.9105,296,2.58948,50,-1.1214
ENSG00000163285,GABRG1,1115,5.04581,4,-5.1273,102,-0.4800,1,-6.2759,0,-7.3465,7,-4.6232
ENSG00000151834,GABRA2,3,-3.0835,65,1.34347,80,2.94524,1,-4.1045,0,-6.3232,3,-3.3881
ENSG00000260918,AC107398.3,155,1.85393,223,2.63082,56,0.13178,1,-4.9606,3,-4.3523,9,-2.9321
ENSG00000075539,FRYL,3,-3.8394,40,-0.3280,15,-2.0038,1,-4.8571,137,2.19818,59,0.36346
ENSG00000109180,OCIAD1,385,1.41444,403,1.49799,78,-1.3505,164,-0.0243,136,-0.3454,123,-0.5606
ENSG00000163069,SGCB,102,0.40742,79,-0.0085,59,-0.5624,9,-3.2552,175,1.58875,52,-0.7826
ENSG00000109189,USP46,3,-4.0235,66,0.27532,52,-0.1240,83,0.64369,63,0.20372,60,0.13044
ENSG00000226950,DANCR,217,2.45573,21,-1.4774,57,0.05986,20,-1.5534,47,-0.2899,29,-1.1648
ENSG00000134853,PDGFRA,3,-4.1640,15,-2.1134,64,0.08086,67,0.13555,76,0.38979,82,0.60621
ENSG00000134851,TMEM165,3,-4.9254,58,-0.8981,19,-2.8290,189,0.97365,329,2.58550,61,-0.9772
ENSG00000128050,PAICS,3,-3.3834,15,-1.3091,56,0.98480,1,-4.4032,78,1.56206,16,-1.3946
ENSG00000174780,SRP72,3,-4.4339,155,1.22399,41,-1.0743,67,-0.1594,110,0.73780,82,0.20846
ENSG00000171476,HOPX,48,-1.5829,856,3.70960,168,0.41882,9,-3.9578,13,-3.6022,21,-3.0737
ENSG00000163453,IGFBP7,1536,1.60945,54,-3.5809,356,-0.9504,1672,1.77125,88,-3.0007,687,0.28697
ENSG00000150471,ADGRL3,3,-3.7616,88,1.04598,60,0.54017,1,-4.7796,57,0.35660,41,-0.2201
ENSG00000083896,YTHDC1,438,2.63702,59,-0.8628,26,-2.3040,33,-1.7456,62,-0.8558,135,0.55665
ENSG00000018189,RUFY3,3,-5.1411,379,1.98344,62,-1.2121,2,-5.7377,173,0.65454,139,0.28400
ENSG00000132463,GRSF1,274,2.22502,162,1.21293,40,-1.1971,1,-5.5211,80,0.04682,47,-0.9368
ENSG00000080493,SLC4A4,104,1.01203,32,-0.8664,147,2.68901,1,-5.0547,2,-4.6575,12,-2.5294
ENSG00000132466,ANKRD17,3,-4.4114,113,0.70937,55,-0.5218,17,-2.1501,95,0.47909,104,0.76468
ENSG00000138757,G3BP2,3,-4.3940,353,2.98641,35,-1.2679,1,-5.4069,96,0.52012,46,-0.8280
ENSG00000138760,SCARB2,97,-0.9986,153,-0.3013,88,-1.3261,77,-1.3500,512,2.16815,143,-0.4987
ENSG00000138758,SEPTIN11,3,-4.1812,134,1.27327,60,-0.0842,35,-0.8745,77,0.37843,60,-0.0737
ENSG00000118816,CCNI,286,0.05988,168,-0.7672,144,-1.1685,277,0.01327,357,0.47605,383,0.70476
ENSG00000138668,HNRNPD,311,1.51621,224,0.92957,83,-0.7742,166,0.42860,93,-0.5217,86,-0.7233
ENSG00000152795,HNRNPDL,396,1.07442,320,0.71043,110,-1.1371,7,-4.9878,306,0.72409,203,-0.0338
ENSG00000145293,ENOPH1,3,-5.2365,248,1.07345,54,-1.5407,124,-0.0663,267,1.43267,117,-0.1916
ENSG00000145284,SCD5,3,-6.5840,339,0.04573,347,0.10297,30,-3.5595,825,1.90933,187,-1.0326
ENSG00000163319,MRPS18C,3,-3.8424,46,-0.1037,44,-0.2059,32,-0.6581,56,0.23295,72,0.80549
ENSG00000163625,WDFY3,3,-4.2054,120,1.05577,32,-1.2237,96,0.68075,133,1.47050,38,-0.9255
ENSG00000109339,MAPK10,305,2.15663,245,1.71942,65,-0.6151,28,-1.7440,63,-0.6018,29,-1.9138
ENSG00000152583,SPARCL1,3,-7.9963,1296,0.63251,2218,2.56422,489,-0.9052,102,-3.3610,335,-1.6873
ENSG00000118785,SPP1,63,-3.0186,4,-6.9335,15,-5.4008,189,-1.4144,2040,3.97994,286,-0.9354
ENSG00000163644,PPM1K,3,-4.3253,105,0.68505,98,0.76284,63,-0.1477,72,0.07685,49,-0.6305
ENSG00000145337,PYURF,400,2.46336,48,-1.1561,55,-1.1134,33,-1.7229,133,0.48807,70,-0.7065
ENSG00000177432,NAP1L5,3,-3.4379,190,3.09142,34,-0.1751,1,-4.4573,19,-1.1068,25,-0.7401
ENSG00000145335,SNCA,3,-4.7484,266,1.82491,25,-2.2146,228,1.52811,81,-0.2246,93,0.02585
ENSG00000163110,PDLIM5,190,1.19644,6,-3.9155,84,-0.1781,372,2.52621,53,-0.9159,29,-1.9733
ENSG00000138698,RAP1GDS1,3,-4.4146,103,0.55803,28,-1.6437,72,-0.0235,115,0.84823,103,0.73645
ENSG00000168785,TSPAN5,3,-4.3544,210,1.89340,24,-1.8392,1,-5.3706,163,1.70488,53,-0.5236
ENSG00000151247,EIF4E,3,-3.8235,80,0.81903,39,-0.4074,48,-0.0255,37,-0.4742,71,0.80143
ENSG00000197894,ADH5,3,-4.1525,146,1.47320,94,0.94074,92,0.65847,50,-0.3274,16,-2.2777
ENSG00000164031,DNAJB14,3,-3.5947,166,2.50657,22,-1.0962,36,-0.2109,66,0.86731,17,-1.5686
ENSG00000164032,H2AFZ,3,-4.0576,109,1.06049,46,-0.3966,98,0.87601,60,0.08997,53,-0.1438
ENSG00000138814,PPP3CA,3,-5.6419,1130,3.89402,138,-0.4155,50,-1.8593,72,-1.4135,48,-2.1708
ENSG00000109332,UBE2D3,375,1.38983,252,0.69809,91,-1.0667,89,-0.9464,279,1.01463,85,-1.1830
ENSG00000164039,BDH2,3,-3.8149,32,-0.6404,59,0.42914,108,1.35177,60,0.38362,30,-0.8821
ENSG00000138801,PAPSS1,6,-3.9336,143,0.87295,38,-1.3734,56,-0.6147,212,1.93314,59,-0.6590
ENSG00000109475,RPL34,2299,-0.0618,663,-1.9496,772,-1.9567,2353,-0.0254,2770,0.26415,4376,1.41000
ENSG00000164089,ETNPPL,3,-4.6229,78,-0.1229,261,3.80841,1,-5.6385,26,-1.8641,3,-4.9217
ENSG00000174720,LARP7,644,3.34669,67,-0.8500,40,-1.8203,123,0.09584,28,-2.2648,87,-0.5278
ENSG00000145362,ANK2,3,-5.8117,765,2.48942,235,0.41136,24,-3.0740,181,-0.1115,87,-1.4121
ENSG00000145349,CAMK2D,3,-3.7877,272,3.42999,40,-0.3267,1,-4.8057,30,-0.7833,22,-1.3790
ENSG00000174607,UGT8,3,-5.3586,13,-3.5060,8,-4.5292,1,-6.3731,662,4.70122,61,-1.4713
ENSG00000269893,SNHG8,10,-3.8677,70,-1.0431,51,-1.7159,5,-4.6673,251,1.16118,256,1.46439
ENSG00000164096,C4orf3,22,-3.6511,316,0.33769,130,-1.2236,429,0.84108,238,-0.1265,395,0.95230
ENSG00000164111,ANXA5,493,2.01192,21,-2.9682,82,-1.1468,248,0.76071,165,0.10094,124,-0.4294
ENSG00000138685,FGF2,3,-3.4389,0,-7.9678,61,1.10376,56,0.65931,41,0.18093,28,-0.5263
ENSG00000138650,PCDH10,3,-3.9151,169,2.06172,64,0.43938,1,-4.9324,58,0.21105,29,-1.0434
ENSG00000151012,SLC7A11,610,3.95492,0,-9.2472,90,-0.0189,1,-5.7413,17,-2.6343,28,-2.0071
ENSG00000109390,NDUFC1,1287,3.11914,163,-0.6702,157,-0.8696,88,-1.5914,221,-0.2212,104,-1.5509
ENSG00000153130,SCOC,537,1.92693,311,0.92800,77,-1.4692,51,-1.8893,277,0.83910,87,-1.2692
ENSG00000109458,GAB1,3,-4.2590,14,-2.2782,17,-2.2544,1,-5.2754,223,2.83421,69,0.09543
ENSG00000153147,SMARCA5,151,0.73227,105,0.14861,58,-0.9159,10,-3.3009,142,0.72324,110,0.28432
ENSG00000170390,DCLK2,3,-3.6744,147,2.12676,60,0.65041,1,-4.6930,28,-0.7208,31,-0.6298
ENSG00000145425,RPS3A,2618,1.08446,446,-1.7019,462,-1.8763,1646,0.30547,1318,-0.0556,2077,0.92807
ENSG00000109670,FBXW7,3,-5.0538,806,4.15498,85,-0.5434,1,-6.0685,26,-2.3466,45,-1.6229
ENSG00000109654,TRIM2,488,1.33278,215,-0.0388,125,-1.0265,1,-7.0153,471,1.51581,133,-0.9211
ENSG00000164114,MAP9,267,1.79656,335,2.26017,70,-0.5467,1,-5.7863,48,-1.1072,40,-1.4772
ENSG00000061918,GUCY1B1,3,-5.2153,985,4.54034,102,-0.4224,37,-1.8672,9,-4.0074,18,-3.2099
ENSG00000120251,GRIA2,3,-4.8132,610,3.74456,77,-0.4250,1,-5.8284,46,-1.2124,41,-1.5127
ENSG00000164125,GASK1B,393,3.72005,36,-0.8331,58,-0.1576,1,-5.2013,15,-2.2761,18,-2.1060
ENSG00000164124,TMEM144,3,-5.9504,38,-2.5682,19,-3.8964,1,-6.9592,831,3.46437,192,-0.2004
ENSG00000109466,KLHL2,3,-4.3844,196,1.71877,28,-1.6511,59,-0.3016,66,-0.1489,105,0.82364
ENSG00000052802,MSMO1,3,-4.4694,205,1.69097,71,-0.1216,1,-5.4853,184,1.81849,14,-2.7305
ENSG00000109472,CPE,12,-6.1892,1022,0.31013,2268,2.87988,404,-1.1320,211,-2.2177,200,-2.4307
ENSG00000196104,SPOCK3,3,-5.3812,117,-0.3114,32,-2.5131,87,-0.7752,404,2.23770,155,0.15428
ENSG00000109572,CLCN3,3,-4.5979,188,1.37116,42,-1.2075,45,-0.9562,168,1.37839,72,-0.2838
ENSG00000198948,MFAP3L,3,-3.5550,32,-0.3463,48,0.35852,1,-4.5741,83,1.40463,32,-0.4162
ENSG00000164106,SCRG1,3,-5.6271,146,-0.2385,233,0.67483,183,0.11637,291,1.02247,85,-1.2456
ENSG00000150625,GPM6A,49,-4.1902,3635,2.74762,1163,0.74469,496,-0.7841,129,-2.9136,372,-1.4140
ENSG00000173320,STOX2,95,0.76494,223,2.36000,19,-1.9400,1,-5.1300,71,0.31604,45,-0.5230
ENSG00000151729,SLC25A4,3,-4.7621,346,2.34519,63,-0.7118,1,-5.7770,160,1.02948,54,-0.9856
ENSG00000073578,SDHA,198,1.99706,91,0.60241,44,-0.6425,25,-1.3972,87,0.59574,23,-1.7354
ENSG00000249915,PDCD6,3,-4.4027,244,2.13209,58,-0.4367,5,-3.8758,99,0.56476,58,-0.4156
ENSG00000180104,EXOC3,3,-3.4494,112,1.88541,32,-0.3232,8,-2.3195,46,0.35142,34,-0.1698
ENSG00000171368,TPPP,3,-6.2188,505,1.12611,82,-1.9616,1,-7.2203,705,2.17401,216,-0.3257
ENSG00000049656,CLPTM1L,3,-3.6550,122,1.76981,28,-0.7875,1,-4.6732,76,1.07844,37,-0.2792
ENSG00000145494,NDUFS6,754,2.56301,130,-0.5445,137,-0.5624,113,-0.7528,160,-0.2489,100,-1.1063
ENSG00000078295,ADCY2,3,-4.1576,175,1.80132,121,1.61947,49,-0.3579,0,-7.3906,28,-1.3673
ENSG00000247516,MIR4458HG,348,2.70424,10,-3.0208,42,-1.1580,62,-0.3954,64,-0.3768,68,-0.3070
ENSG00000150753,CCT5,262,2.43133,214,2.00429,40,-0.9679,1,-5.3170,52,-0.4322,14,-2.5932
ENSG00000145495,MARCH6,277,1.20291,274,1.18662,87,-0.8066,69,-1.0212,161,0.32929,91,-0.7175
ENSG00000169862,CTNND2,5,-4.8701,290,1.08212,174,0.29442,6,-4.6115,207,0.57589,140,-0.1396
ENSG00000038382,TRIO,3,-3.6246,210,3.01464,29,-0.7189,1,-4.6435,13,-1.8317,46,0.16994
ENSG00000154122,ANKH,202,1.32887,188,1.20420,43,-1.3451,17,-2.4736,145,0.86841,59,-0.8016
ENSG00000154153,RETREG1,185,1.57302,68,-0.1104,14,-2.7050,1,-5.4301,148,1.37691,71,-0.0694
ENSG00000145555,MYO10,301,1.00505,28,-2.6568,167,0.04176,54,-1.6729,190,0.27213,178,0.17021
ENSG00000176788,BASP1,8,-4.9168,1613,3.88050,191,-0.4825,92,-1.5041,49,-2.5550,107,-1.4730
ENSG00000056097,ZFR,3,-4.5541,140,0.89867,64,-0.4282,1,-5.5700,151,1.21406,82,0.04106
ENSG00000113387,SUB1,165,-0.0287,459,1.72573,92,-1.0894,59,-1.5789,246,0.70815,131,-0.4651
ENSG00000164187,LMBRD2,3,-4.0241,348,3.68840,47,-0.3349,1,-5.0414,34,-0.8396,18,-1.9570
ENSG00000152620,NADK2,552,4.20536,45,-0.8363,50,-0.7817,1,-5.5034,46,-0.8454,2,-5.7000
ENSG00000079215,SLC1A3,1257,1.43688,221,-1.3570,1337,2.49833,42,-3.7768,85,-2.9051,66,-3.4156
ENSG00000113594,LIFR,726,3.20429,56,-1.3792,63,-1.3923,1,-6.3344,170,0.38705,66,-1.3027
ENSG00000145592,RPL37,796,-2.1084,520,-2.7331,1125,-1.8189,2893,-0.1561,3562,0.19495,6808,1.88842
ENSG00000250722,SELENOP,3,-7.0229,44,-3.4445,108,-2.3997,173,-1.4566,1719,3.37909,312,-0.6716
ENSG00000112972,HMGCS1,3,-4.5255,237,1.89842,92,0.30198,7,-3.4552,98,0.38651,50,-0.8338
ENSG00000172239,PAIP1,3,-3.9830,79,0.60701,34,-0.8766,153,1.78014,55,0.02601,50,-0.1563
ENSG00000112992,NNT,107,1.78958,105,1.75169,39,0.10225,1,-4.4706,16,-1.3716,16,-1.4512
ENSG00000164172,MOCS2,3,-4.0497,93,0.80685,35,-0.9034,187,2.08089,67,0.29001,35,-0.9017
ENSG00000164258,NDUFS4,3,-3.9848,49,-0.1691,51,-0.1275,61,0.18004,73,0.55035,62,0.25535
ENSG00000134352,IL6ST,3,-5.4389,175,0.26041,93,-0.8722,287,1.08395,221,0.73044,151,0.02671
ENSG00000062194,GPBP1,356,2.44872,71,-0.3824,55,-0.9196,92,0.01899,105,0.24310,36,-1.6024
ENSG00000164182,NDUFAF2,3,-3.5044,60,0.68758,25,-0.8075,1,-4.5235,23,-0.8842,81,1.78823
ENSG00000130449,ZSWIM6,3,-4.0511,61,0.12509,31,-1.1088,1,-5.0680,146,1.96268,58,0.05552
ENSG00000153006,SREK1IP1,3,-3.7619,80,0.88316,44,-0.0895,47,0.01682,60,0.47470,42,-0.1811
ENSG00000112851,ERBIN,314,1.51582,55,-1.2855,67,-1.1654,13,-3.3439,183,0.66032,153,0.36265
ENSG00000153914,SREK1,217,1.65669,105,0.39029,39,-1.3097,101,0.33838,77,-0.1112,69,-0.3270
ENSG00000145675,PIK3R1,3,-4.4245,255,2.19197,76,0.07356,1,-5.4405,54,-0.5136,71,-0.0805
ENSG00000131711,MAP1B,3,-8.6382,5722,2.61340,1374,0.00597,218,-2.7678,980,-0.5721,1015,-0.5664
ENSG00000083312,TNPO1,3,-4.1172,91,0.69096,28,-1.3470,67,0.19340,149,1.90287,37,-0.8691
ENSG00000145741,BTF3,263,0.38367,86,-1.3463,126,-0.9131,281,0.49233,279,0.54404,238,0.27846
ENSG00000171617,ENC1,3,-5.6471,1604,5.77174,83,-1.3100,31,-2.5646,0,-8.8762,2,-6.4547
ENSG00000164346,NSA2,209,0.78080,22,-2.6137,54,-1.5449,246,1.06284,144,0.18949,165,0.51205
ENSG00000113161,HMGCR,3,-3.5912,229,3.31906,37,-0.1978,1,-4.5714,26,-0.7422,19,-1.3999
ENSG00000171530,TBCA,1383,3.05694,346,0.36278,159,-1.0097,156,-0.8863,162,-0.8971,118,-1.5018
ENSG00000085365,SCAMP1,3,-4.4152,308,2.61990,51,-0.6749,61,-0.2955,80,0.15749,40,-1.0821
ENSG00000152413,HOMER1,3,-3.8009,278,3.46851,30,-0.8231,121,1.56604,6,-3.0903,6,-3.2180
ENSG00000039319,ZFYVE16,3,-3.6523,14,-1.6830,27,-0.8296,2,-4.4952,124,2.28934,41,-0.0747
ENSG00000186468,RPS23,1493,-0.5458,498,-2.1941,668,-1.9929,1653,-0.3891,2614,0.38043,4141,1.60633
ENSG00000174695,TMEM167A,33,-0.9467,156,1.56431,49,-0.4453,107,0.90384,34,-0.9730,56,-0.1915
ENSG00000038427,VCAN,3,-5.1671,8,-3.9765,54,-1.4597,17,-2.9308,246,1.34833,225,1.39561
ENSG00000164176,EDIL3,3,-7.0049,214,-1.1117,68,-3.0927,140,-1.7529,1546,2.97871,400,-0.1893
ENSG00000127184,COX7C,3082,2.06342,686,-0.5087,490,-1.1964,463,-1.1098,898,-0.0990,985,0.07269
ENSG00000081189,MEF2C,3,-5.1078,825,4.09937,123,0.08151,1,-6.1226,4,-5.0123,31,-2.2471
ENSG00000175745,NR2F1,301,2.20389,107,0.34756,106,0.42063,38,-1.2719,35,-1.4758,39,-1.4085
ENSG00000164292,RHOBTB3,3,-4.5626,15,-2.5005,116,0.76107,11,-2.9024,125,0.80975,88,0.16721
ENSG00000113441,LNPEP,151,1.54423,158,1.62670,33,-1.1058,1,-5.1581,75,0.39110,36,-0.9620
ENSG00000145730,PAM,3,-3.9642,300,3.35444,40,-0.5510,40,-0.4335,0,-7.1982,42,-0.4639
ENSG00000145743,FBXL17,3,-3.5890,182,2.71709,54,0.55147,1,-4.6080,35,-0.2718,12,-2.0917
ENSG00000198961,PJA2,60,-1.3108,454,2.03520,77,-1.1002,64,-1.2249,251,1.09113,83,-0.9845
ENSG00000164209,SLC25A46,3,-3.7743,230,2.98745,22,-1.3413,40,-0.2432,44,-0.1213,30,-0.8321
ENSG00000224032,EPB41L4A-AS1,3,-4.0202,43,-0.3816,26,-1.3420,1,-5.0374,84,0.76155,106,1.51347
ENSG00000134982,APC,3,-4.6762,122,0.53305,125,0.75263,1,-5.6908,82,-0.1254,100,0.26972
ENSG00000129625,REEP5,3,-5.5522,320,1.13801,89,-1.0725,59,-1.5260,275,1.01779,190,0.34270
ENSG00000152503,TRIM36,3,-3.5660,204,3.04546,35,-0.2616,1,-4.5850,60,0.71050,4,-3.5849
ENSG00000134970,TMED7,64,-0.6832,143,0.58306,47,-1.3311,17,-2.6435,265,2.06159,67,-0.7300
ENSG00000177879,AP3S1,3,-4.2151,159,1.54080,40,-0.8452,130,1.18769,32,-1.1263,74,0.31872
ENSG00000092421,SEMA6A,3,-4.2321,31,-1.1338,10,-2.9532,7,-3.3113,220,2.85435,66,0.04198
ENSG00000133835,HSD17B4,3,-4.5601,58,-0.5266,52,-0.7979,126,0.71680,222,2.14551,34,-1.5074
ENSG00000155324,GRAMD2B,546,3.48971,46,-1.0746,65,-0.6737,22,-2.1831,71,-0.4668,25,-2.2045
ENSG00000164904,ALDH7A1,762,3.36383,59,-1.2842,128,-0.1240,1,-6.3244,46,-1.7578,67,-1.2723
ENSG00000164241,C5orf63,3,-6.5387,152,-1.1381,746,2.22538,160,-1.0688,91,-2.0252,259,-0.3995
ENSG00000064651,SLC12A2,3,-5.3855,54,-1.4850,31,-2.5576,97,-0.6083,424,2.38043,161,0.22868
ENSG00000169567,HINT1,137,-1.2094,576,1.06855,199,-0.7765,133,-1.2633,414,0.57916,350,0.30329
ENSG00000186687,LYRM7,3,-2.8904,0,-7.4252,36,0.74564,11,-1.2250,31,0.37333,31,0.42929
ENSG00000158985,CDC42SE2,8,-3.1310,262,2.32447,40,-1.0418,2,-4.8072,135,1.23351,40,-1.0409
ENSG00000164398,ACSL6,3,-3.5989,88,1.23804,104,2.50230,9,-2.3093,8,-2.4763,9,-2.4842
ENSG00000113522,RAD50,3,-3.8040,53,0.15276,27,-1.0451,178,2.33940,30,-0.7959,51,0.12023
ENSG00000131437,KIF3A,3,-4.8048,561,3.49089,86,-0.2090,1,-5.8201,47,-1.1736,46,-1.3173
ENSG00000164402,SEPTIN8,3,-6.5043,226,-0.5027,148,-1.3289,39,-3.1181,858,2.16713,334,0.13856
ENSG00000198944,SOWAHA,3,-3.4218,146,2.47806,39,0.11726,1,-4.4413,26,-0.5624,28,-0.5101
ENSG00000164405,UQCRQ,1209,1.80637,446,0.07945,296,-0.6742,219,-1.0187,424,0.00228,351,-0.3614
ENSG00000072364,AFF4,397,3.09958,79,0.03447,49,-0.8626,1,-5.5179,49,-0.7672,45,-1.0106
ENSG00000170606,HSPA4,3,-4.0770,145,1.55475,32,-1.0427,67,0.24140,104,1.11895,38,-0.7551
ENSG00000213585,VDAC1,490,2.58587,192,0.78905,70,-0.9471,89,-0.4367,93,-0.4167,44,-1.7046
ENSG00000113558,SKP1,1143,1.56296,668,0.62020,272,-0.9477,274,-0.7869,588,0.46470,311,-0.7104
ENSG00000113575,PPP2CA,3,-5.1328,481,2.50506,91,-0.5299,115,-0.0773,139,0.25868,58,-1.2986
ENSG00000119048,UBE2B,3,-4.1461,180,1.86977,40,-0.7594,9,-2.8617,90,0.73186,58,-0.0772
ENSG00000152700,SAR1B,3,-4.0578,56,-0.0168,48,-0.3299,1,-5.0749,115,1.36032,65,0.24765
ENSG00000164615,CAMLG,3,-4.3411,143,1.20085,53,-0.5234,219,1.99211,69,-0.0201,35,-1.2411
ENSG00000181904,C5orf24,3,-4.3567,120,0.88022,23,-1.9368,253,2.27217,118,0.98293,31,-1.4650
ENSG00000113648,H2AFY,3,-4.3492,159,1.37095,35,-1.2353,183,1.63030,122,1.05878,25,-1.7645
ENSG00000145824,CXCL14,3,-5.5469,475,1.87375,404,2.53450,1,-6.5611,9,-4.3132,19,-3.4693
ENSG00000152377,SPOCK1,3,-6.0148,885,2.50146,147,-0.7702,144,-0.6769,301,0.55895,123,-1.0741
ENSG00000177733,HNRNPA0,109,0.07315,223,1.27600,65,-0.8661,155,0.65133,121,0.27453,73,-0.6616
ENSG00000132563,REEP2,73,0.09109,273,2.49089,102,0.84689,3,-4.2884,16,-2.2525,23,-1.8976
ENSG00000113013,HSPA9,607,2.33470,326,1.13919,104,-0.8361,13,-3.6827,143,-0.2428,87,-1.1475
ENSG00000044115,CTNNA1,3,-5.1159,16,-2.9797,91,-0.5106,121,0.03090,284,1.78182,109,-0.1669
ENSG00000120727,PAIP2,474,2.32609,170,0.44879,76,-0.9571,22,-2.6344,143,0.18172,79,-0.9046
ENSG00000170464,DNAJC18,3,-3.6007,74,0.93855,36,-0.2844,23,-0.9284,82,1.31065,29,-0.6740
ENSG00000131508,UBE2D2,3,-4.3995,89,0.33736,53,-0.5945,1,-5.4157,180,1.88706,61,-0.3225
ENSG00000171604,CXXC5,3,-5.5465,436,1.70882,99,-0.8818,187,0.23994,286,1.10373,90,-1.0473
ENSG00000146005,PSD2,214,2.12208,49,-0.4057,100,0.98338,1,-5.2339,25,-1.5268,29,-1.3723
ENSG00000185129,PURA,147,1.07428,84,0.13377,25,-1.9506,114,0.64408,106,0.58344,71,-0.1408
ENSG00000182700,IGIP,3,-4.4119,131,0.95244,46,-0.8631,63,-0.2402,51,-0.6085,123,1.16632
ENSG00000120306,CYSTM1,1244,3.71757,120,-0.7849,149,-0.5415,65,-1.7045,106,-1.0394,32,-2.9984
ENSG00000113068,PFDN1,119,0.84149,97,0.49748,37,-1.1824,151,1.25707,87,0.37702,43,-0.9172
ENSG00000131503,ANKHD1,242,2.07414,67,-0.1494,48,-0.8077,1,-5.3696,60,-0.3439,79,0.14516
ENSG00000131495,NDUFA2,197,0.03937,236,0.32872,123,-0.8246,91,-1.1474,294,0.78947,212,0.19127
ENSG00000113141,IK,311,2.04893,62,-0.6866,32,-1.8923,124,0.40358,123,0.44541,73,-0.5144
ENSG00000146007,ZMAT2,3,-4.2242,171,1.67462,62,-0.0798,17,-2.0145,74,0.25729,60,-0.1181
ENSG00000178913,TAF7,244,2.20166,56,-0.3403,46,-0.7877,18,-2.0240,116,0.95063,28,-1.6187
ENSG00000131507,NDFIP1,204,0.01329,742,2.31425,176,-0.2772,122,-0.7852,166,-0.3427,101,-1.2535
ENSG00000113578,FGF1,3,-6.5441,13,-4.6525,83,-2.2873,164,-1.0343,535,0.96888,675,1.84501
ENSG00000113580,NR3C1,3,-3.7547,51,0.14713,29,-0.8712,39,-0.2837,92,1.32783,49,0.11509
ENSG00000133706,LARS,3,-3.9978,101,1.00700,43,-0.4509,184,2.12570,55,-0.0018,25,-1.3829
ENSG00000156475,PPP2R2B,3,-4.1997,204,2.04760,40,-0.8437,70,0.17445,88,0.60330,40,-0.8174
ENSG00000113657,DPYSL3,843,3.79448,103,-0.3884,69,-1.1697,31,-2.1564,51,-1.5287,53,-1.5787
ENSG00000113712,CSNK1A1,172,0.51018,192,0.68700,88,-0.6665,162,0.40834,182,0.68863,76,-0.9276
ENSG00000070808,CAMK2A,3,-5.2347,721,3.35501,172,0.59879,84,-0.6622,10,-3.9425,26,-2.6677
ENSG00000070814,TCOF1,3,-3.4109,125,2.16789,28,-0.5053,26,-0.5214,51,0.63238,20,-1.0837
ENSG00000019582,CD74,561,1.64834,8,-4.7172,23,-3.6229,355,0.82981,127,-0.8668,367,1.23287
ENSG00000164587,RPS14,883,-0.8128,394,-2.0231,621,-1.5498,1875,0.36775,1860,0.39999,2557,1.22757
