"gene","cellType.target","mean.target","cellType.2nd","mean.2nd","MeanRatio","MeanRatio.rank","MeanRatio.anno","gene_ensembl","gene_name"
"SAT1","OPC.1",0.978910909950219,"OPC.3",0.943887208045385,1.03710581265039,1,"OPC.1/OPC.3: 1.037","ENSG00000130066","SAT1"
"GOLGA8A","OPC.1",1.34497333847957,"OPC.4",1.31573746154671,1.02222014481407,2,"OPC.1/OPC.4: 1.022","ENSG00000175265","GOLGA8A"
"CNTN5","OPC.1",2.11580223725943,"OPC.3",2.09640726013223,1.00925153117719,3,"OPC.1/OPC.3: 1.009","ENSG00000149972","CNTN5"
"TAOK3","OPC.1",3.16347880941007,"OPC.3",3.14306804782814,1.00649389745031,4,"OPC.1/OPC.3: 1.006","ENSG00000135090","TAOK3"
"RBFOX1","OPC.1",4.03285017339565,"OPC.3",4.01325328119467,1.00488304396157,5,"OPC.1/OPC.3: 1.005","ENSG00000078328","RBFOX1"
"MIR9-1HG","OPC.1",2.67457735247338,"OPC.3",2.66284591359727,1.00440560184733,6,"OPC.1/OPC.3: 1.004","ENSG00000125462","MIR9-1HG"
"LINC00486","OPC.1",2.35203715327727,"OPC.4",2.34257110124189,1.00404088141887,7,"OPC.1/OPC.4: 1.004","ENSG00000230876","LINC00486"
"CNTNAP2","OPC.1",2.96650121729311,"OPC.3",2.95774770131458,1.00295952084576,8,"OPC.1/OPC.3: 1.003","ENSG00000174469","CNTNAP2"
"EPN2","OPC.1",4.49258260632087,"OPC.2",4.48679314688104,1.00129033348548,9,"OPC.1/OPC.2: 1.001","ENSG00000072134","EPN2"
"GOLGA8B","OPC.1",1.1938011110425,"OPC.4",1.19237630071493,1.00119493345072,10,"OPC.1/OPC.4: 1.001","ENSG00000215252","GOLGA8B"
"RPL13","OPC.2",2.0606392433113,"OPC.5",1.94317366643315,1.06045037502683,1,"OPC.2/OPC.5: 1.06","ENSG00000167526","RPL13"
"HIP1R","OPC.2",2.10644274614143,"OPC.4",2.0532578004797,1.02590271209456,2,"OPC.2/OPC.4: 1.026","ENSG00000130787","HIP1R"
"CEROX1","OPC.2",2.26680868115433,"OPC.1",2.22640801583498,1.01814611923421,3,"OPC.2/OPC.1: 1.018","ENSG00000260807","CEROX1"
"PLXNA2","OPC.3",0.773066181134334,"OPC.4",0.660011501434171,1.1712919842374,1,"OPC.3/OPC.4: 1.171","ENSG00000076356","PLXNA2"
"PCDH11Y","OPC.3",1.23797548041203,"OPC.1",1.06601678455651,1.16130955754796,2,"OPC.3/OPC.1: 1.161","ENSG00000099715","PCDH11Y"
"UTY","OPC.3",1.65791059016109,"OPC.4",1.43128749811561,1.15833512997483,3,"OPC.3/OPC.4: 1.158","ENSG00000183878","UTY"
"NPIPB13","OPC.3",0.830300002381649,"OPC.4",0.717987964441538,1.15642607328031,4,"OPC.3/OPC.4: 1.156","ENSG00000198064","NPIPB13"
"SLC22A15","OPC.3",0.980310030525091,"OPC.4",0.852833077445865,1.14947468203391,5,"OPC.3/OPC.4: 1.149","ENSG00000163393","SLC22A15"
"CEP95","OPC.3",0.717313802700689,"OPC.4",0.631144960601286,1.13652781449338,6,"OPC.3/OPC.4: 1.137","ENSG00000258890","CEP95"
"RAB8B","OPC.3",0.904533112663337,"OPC.4",0.804163256584678,1.12481278553429,7,"OPC.3/OPC.4: 1.125","ENSG00000166128","RAB8B"
"AHCYL2","OPC.3",1.5083835414963,"OPC.4",1.34288206440656,1.12324349358473,8,"OPC.3/OPC.4: 1.123","ENSG00000158467","AHCYL2"
"DNAJC13","OPC.3",0.844169621247021,"OPC.4",0.751758127432487,1.12292716292959,9,"OPC.3/OPC.4: 1.123","ENSG00000138246","DNAJC13"
"TTTY14","OPC.3",1.77011792350534,"OPC.1",1.57642013601921,1.12287193182856,10,"OPC.3/OPC.1: 1.123","ENSG00000176728","TTTY14"
"B2M","OPC.4",1.53072687770864,"OPC.1",0.72109271584846,2.12278788020697,1,"OPC.4/OPC.1: 2.123","ENSG00000166710","B2M"
"GPATCH2","OPC.4",0.853690288015276,"OPC.2",0.617547562358634,1.38238791641364,2,"OPC.4/OPC.2: 1.382","ENSG00000092978","GPATCH2"
