Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000157933,SKI,65,0.94220,37,-0.0082,48,0.41750,79,1.27452,24,-0.7430,19,-1.2399
ENSG00000157916,RER1,95,0.57167,48,-0.5485,54,-0.3669,64,-0.0743,45,-0.7065,85,0.54089
ENSG00000157870,PRXL2B,42,-0.6162,29,-1.2120,52,-0.3090,116,1.04847,50,-0.3873,75,0.39729
ENSG00000158109,TPRG1L,93,-1.1432,70,-1.5647,116,-0.8026,213,0.16525,175,-0.1720,297,1.07965
ENSG00000130764,LRRC47,68,-0.3363,33,-1.4129,37,-1.2556,90,0.11840,109,0.50620,102,0.45810
ENSG00000069424,KCNAB2,16,-3.9151,124,-0.9350,147,-0.6695,237,0.08049,308,0.61321,295,0.63264
ENSG00000116254,CHD5,14,-3.3668,94,-0.5138,179,0.51811,150,0.22999,105,-0.3840,176,0.70013
ENSG00000116251,RPL22,1133,1.38389,677,0.46500,670,0.44570,516,0.01434,326,-0.7880,318,-0.9348
ENSG00000116237,ICMT,64,1.23566,28,-0.1610,22,-0.5693,25,-0.3509,16,-1.1663,37,0.36768
ENSG00000097021,ACOT7,25,-3.5830,131,-1.1395,108,-1.4356,243,-0.1866,287,0.09763,457,1.34041
ENSG00000171680,PLEKHG5,0,-5.2594,15,-0.8762,26,0.03812,25,-0.0639,27,0.11191,37,0.86436
ENSG00000162408,NOL9,35,-0.1306,7,-2.4695,37,-0.0731,97,1.63540,28,-0.5696,38,-0.0340
ENSG00000162413,KLHL21,91,1.14997,15,-1.7496,48,0.05366,74,0.78468,20,-1.4204,50,0.16075
ENSG00000007923,DNAJC11,17,-1.3515,34,-0.2619,38,-0.0748,45,0.19306,32,-0.4287,55,0.72609
ENSG00000171735,CAMTA1,150,-0.0859,99,-0.7361,243,0.72187,159,0.01735,152,-0.0737,155,-0.0341
ENSG00000116288,PARK7,353,0.09225,243,-0.5001,294,-0.1995,263,-0.3797,390,0.29626,356,0.14277
ENSG00000162426,SLC45A1,13,-1.6147,24,-0.6398,9,-2.1642,37,0.02082,36,-0.0326,59,1.16468
ENSG00000142599,RERE,80,-0.2746,62,-0.6813,121,0.40104,240,1.63807,54,-0.9841,82,-0.3194
ENSG00000074800,ENO1,541,-0.5189,446,-0.8193,762,0.02863,538,-0.5266,711,-0.0945,1010,0.70809
ENSG00000171603,CLSTN1,335,-0.8741,263,-1.2481,502,-0.2440,609,0.06745,525,-0.1948,833,0.85631
ENSG00000178585,CTNNBIP1,35,-0.4416,41,-0.2021,20,-1.2698,28,-0.7777,56,0.35233,61,0.61225
ENSG00000162441,LZIC,70,1.15578,46,0.42477,46,0.42000,13,-1.4709,32,-0.1752,26,-0.5841
ENSG00000130939,UBE4B,50,0.15448,33,-0.4912,42,-0.1306,39,-0.2660,51,0.21504,48,0.11020
ENSG00000054523,KIF1B,355,0.19673,248,-0.3758,439,0.55504,315,0.00584,265,-0.3069,314,-0.0052
ENSG00000142657,PGD,55,-0.0452,27,-1.1731,52,-0.1374,45,-0.3627,83,0.73840,56,-0.0479
ENSG00000241563,CORT,16,-2.6018,45,-1.0672,2,-5.6368,6,-3.8797,34,-1.6197,221,3.26256
ENSG00000160049,DFFA,60,1.14025,27,-0.1811,16,-0.9799,17,-0.8749,33,0.11543,30,-0.0549
ENSG00000120948,TARDBP,148,1.03196,65,-0.3470,112,0.54818,157,1.14356,39,-1.2270,55,-0.7658
ENSG00000116649,SRM,52,-1.5436,72,-1.0454,62,-1.2834,91,-0.6992,194,0.61119,203,0.87078
ENSG00000198793,MTOR,29,-0.3884,18,-1.0965,33,-0.2321,36,-0.0537,41,0.17261,47,0.47697
ENSG00000116661,FBXO2,336,0.65010,262,0.22750,274,0.30525,149,-0.6669,226,-0.0095,191,-0.3590
ENSG00000132879,FBXO44,43,-1.4899,60,-0.9834,88,-0.3967,152,0.48895,105,-0.1276,154,0.73764
ENSG00000011021,CLCN6,43,-0.8248,38,-1.0107,56,-0.3875,147,1.22550,46,-0.7845,91,0.53433
ENSG00000116685,KIAA2013,81,1.72734,12,-1.4574,31,0.00481,12,-1.4622,31,0.03045,26,-0.3411
ENSG00000116688,MFN2,82,-0.5090,61,-0.9616,102,-0.1589,192,0.90102,93,-0.3408,130,0.32388
ENSG00000048707,VPS13D,61,-0.0426,84,0.48029,52,-0.2924,45,-0.5229,54,-0.2657,71,0.28527
ENSG00000116731,PRDM2,58,0.18155,57,0.15574,79,0.70886,59,0.21443,31,-0.8608,50,-0.0784
ENSG00000189337,KAZN,67,0.45609,34,-0.6503,33,-0.6572,32,-0.7156,61,0.35726,56,0.21824
ENSG00000142634,EFHD2,69,-0.8505,23,-2.4740,11,-3.5284,56,-1.1697,211,1.18289,163,0.74755
ENSG00000116786,PLEKHM2,38,-0.7532,47,-0.3903,81,0.46870,38,-0.7156,74,0.37288,65,0.14246
ENSG00000065526,SPEN,79,1.38282,70,1.15615,42,0.26558,21,-0.7869,20,-1.0186,23,-0.8726
ENSG00000159363,ATP13A2,30,-2.7514,91,-1.0911,62,-1.6668,120,-0.6668,244,0.56381,284,1.10715
ENSG00000117118,SDHB,66,-0.3290,64,-0.3698,75,-0.1091,44,-0.9605,97,0.35262,94,0.35335
ENSG00000117115,PADI2,293,3.74212,91,0.95935,21,-1.3794,5,-3.2995,5,-3.5734,15,-2.2217
ENSG00000117154,IGSF21,24,-1.7273,34,-1.1975,152,1.23603,99,0.47758,56,-0.4995,82,0.22044
ENSG00000127463,EMC1,29,-0.2407,25,-0.4832,35,0.06244,59,0.94429,16,-1.2141,41,0.43457
ENSG00000053372,MRTO4,19,-1.0763,17,-1.2224,46,0.31936,37,-0.0333,42,0.18996,46,0.43670
ENSG00000053371,AKR7A2,94,1.12136,32,-0.6487,52,0.11582,25,-1.0166,38,-0.4259,53,0.16683
ENSG00000077549,CAPZB,209,0.03008,111,-0.9597,189,-0.1305,212,0.05810,181,-0.2220,253,0.48697
ENSG00000173436,MICOS10,220,-0.1873,240,-0.0470,206,-0.2922,300,0.31614,306,0.40979,216,-0.2866
ENSG00000158747,NBL1,47,-2.0065,79,-1.2409,207,0.27755,160,-0.1432,176,0.01140,242,0.78465
ENSG00000162545,CAMK2N1,391,-0.6897,516,-0.2544,892,0.64753,1259,1.26614,365,-0.8838,552,-0.1932
ENSG00000158828,PINK1,210,-1.1691,259,-0.8521,289,-0.6796,386,-0.2264,592,0.55903,556,0.51907
ENSG00000244038,DDOST,59,1.13979,15,-1.1118,17,-0.9009,32,0.10296,21,-0.6538,36,0.38240
ENSG00000127483,HP1BP3,251,0.82491,94,-0.7700,165,0.11390,167,0.13212,130,-0.2976,149,-0.0730
ENSG00000075151,EIF4G3,98,-0.4237,102,-0.3532,72,-0.8900,90,-0.5567,150,0.30982,162,0.54961
ENSG00000076864,RAP1GAP,32,-2.9345,67,-1.8336,188,-0.2683,285,0.41146,212,-0.0851,335,1.00728
ENSG00000090686,USP48,60,0.39883,83,0.95176,27,-0.8582,29,-0.7523,40,-0.2864,48,0.04579
ENSG00000070831,CDC42,276,0.01462,142,-1.0212,186,-0.6083,222,-0.3346,296,0.14935,347,0.55373
ENSG00000173372,C1QA,72,1.25636,66,1.09239,21,-0.7599,7,-2.4031,26,-0.5193,31,-0.2116
ENSG00000173369,C1QB,135,1.86409,99,1.25671,29,-0.7745,7,-2.9111,19,-1.5649,41,-0.3286
ENSG00000004487,KDM1A,51,0.15340,18,-1.4829,39,-0.2741,48,0.02642,42,-0.1771,60,0.57452
ENSG00000169641,LUZP1,12,-2.1795,41,-0.3162,34,-0.6291,27,-0.9817,71,0.67376,66,0.61998
ENSG00000125944,HNRNPR,137,0.32777,99,-0.1912,138,0.34018,137,0.32584,82,-0.5530,111,-0.0175
ENSG00000142676,RPL11,1345,1.60667,785,0.61765,521,-0.0628,522,-0.0607,392,-0.5776,307,-1.1036
ENSG00000057757,PITHD1,87,-1.3117,103,-1.0558,159,-0.3885,187,-0.1288,247,0.37514,265,0.62400
ENSG00000011009,LYPLA2,78,0.70315,19,-1.5483,39,-0.4366,51,-0.0011,30,-0.9476,72,0.79949
ENSG00000189266,PNRC2,103,1.51334,32,-0.4913,41,-0.0759,59,0.50673,34,-0.4150,29,-0.8088
ENSG00000188529,SRSF10,105,0.98796,50,-0.2606,63,0.11300,39,-0.6392,50,-0.2800,57,-0.0677
ENSG00000001461,NIPAL3,135,1.05470,47,-0.6877,68,-0.1017,73,0.01632,39,-1.0540,84,0.32017
ENSG00000133226,SRRM1,107,1.38042,44,-0.1522,68,0.58312,43,-0.1576,44,-0.1447,27,-1.0966
ENSG00000169504,CLIC4,233,4.06989,39,0.04422,18,-1.1519,19,-1.0279,8,-2.5026,5,-3.2641
ENSG00000117614,SYF2,113,1.01152,61,-0.0262,85,0.52837,50,-0.3336,41,-0.7137,55,-0.2359
ENSG00000117616,RSRP1,200,1.68126,46,-0.7942,68,-0.1957,101,0.44530,53,-0.6622,58,-0.5863
ENSG00000183726,TMEM50A,138,1.10269,37,-1.0218,119,0.84445,93,0.41783,32,-1.3650,66,-0.1941
ENSG00000117643,MAN1C1,35,0.22902,11,-1.5284,20,-0.6637,57,1.08121,27,-0.1818,31,0.08910
ENSG00000162430,SELENON,92,1.41642,24,-0.7913,51,0.36242,67,0.82526,24,-0.9123,28,-0.7359
ENSG00000117640,MTFR1L,65,0.03741,26,-1.3651,74,0.26016,60,-0.0704,80,0.45488,61,-0.0741
ENSG00000117632,STMN1,786,-0.3158,432,-1.2416,953,-0.0071,1470,0.71897,885,-0.1424,1067,0.24236
ENSG00000158008,EXTL1,0,-7.7560,27,-0.7342,43,-0.0492,24,-0.9289,44,-0.0053,71,1.22289
ENSG00000142684,ZNF593,57,0.67411,38,0.00053,55,0.60264,16,-1.2943,32,-0.3014,37,-0.0457
ENSG00000142669,SH3BGRL3,275,-0.2972,209,-0.7283,122,-1.5444,272,-0.3165,461,0.64730,394,0.39126
ENSG00000198830,HMGN2,410,1.74745,128,-0.2984,203,0.45461,116,-0.4492,98,-0.7863,111,-0.6640
ENSG00000117713,ARID1A,73,0.55036,49,-0.0989,63,0.29677,45,-0.2456,31,-0.9076,60,0.29432
ENSG00000090273,NUDC,201,0.39381,121,-0.4334,169,0.11007,159,0.00642,138,-0.2491,166,0.10680
ENSG00000253368,TRNP1,7,-3.4471,46,-0.7656,46,-0.7492,69,-0.1174,123,1.01509,85,0.30340
ENSG00000186501,TMEM222,82,0.12579,61,-0.3429,82,0.12597,42,-0.9177,62,-0.3647,98,0.57325
ENSG00000126705,AHDC1,43,-0.0121,4,-3.4762,99,1.43107,59,0.50173,30,-0.6636,42,-0.0653
ENSG00000126709,IFI6,1099,2.12001,197,-0.8929,96,-1.9749,178,-1.0411,160,-1.3191,410,0.37911
ENSG00000117758,STX12,75,-0.6927,64,-0.9304,57,-1.1230,125,0.11287,146,0.44101,144,0.49779
ENSG00000117748,RPA2,70,-0.4714,54,-0.8751,84,-0.1847,95,0.00959,89,-0.0955,122,0.60315
ENSG00000126698,DNAJC8,129,0.20904,82,-0.5206,109,-0.0645,178,0.75251,88,-0.4484,115,0.04142
ENSG00000130770,ATP5IF1,225,-1.5072,362,-0.7806,265,-1.2572,407,-0.5983,905,0.84362,757,0.56478
ENSG00000198492,YTHDF2,49,-0.5625,23,-1.7309,75,0.10488,68,-0.0484,63,-0.1841,97,0.75939
ENSG00000116350,SRSF4,61,0.65344,51,0.33130,50,0.31785,51,0.35434,23,-1.0292,38,-0.1922
ENSG00000116353,MECR,13,-1.4312,19,-0.8965,20,-0.8122,33,-0.0196,30,-0.1888,52,1.09314
ENSG00000162511,LAPTM5,84,0.82209,129,1.62076,59,0.20773,19,-1.5115,36,-0.6410,34,-0.8400
ENSG00000162512,SDC3,121,0.21572,36,-1.6796,203,1.11089,86,-0.3258,56,-1.0864,132,0.49771
ENSG00000134644,PUM1,136,-0.0375,69,-1.0882,153,0.15290,197,0.58224,114,-0.3475,155,0.24993
ENSG00000121766,ZCCHC17,58,-0.9430,29,-1.9572,203,1.12682,200,1.09321,82,-0.4410,97,-0.1615
ENSG00000121769,FABP3,31,-1.7459,34,-1.5904,28,-1.8909,56,-0.8526,108,0.21287,168,1.45444
ENSG00000162517,PEF1,44,-1.0301,30,-1.5943,80,-0.0973,130,0.71779,94,0.19209,97,0.30194
ENSG00000084636,COL16A1,142,2.32931,15,-1.4967,27,-0.6034,32,-0.3765,25,-0.8628,33,-0.4193
ENSG00000121753,ADGRB2,49,-2.4370,96,-1.4291,212,-0.2035,361,0.67577,216,-0.2022,340,0.82538
ENSG00000184007,PTP4A2,465,1.77599,256,0.66281,115,-0.6410,130,-0.4403,133,-0.4645,105,-0.9559
ENSG00000121774,KHDRBS1,185,0.62246,84,-0.6545,123,-0.0481,222,0.94293,77,-0.8731,125,-0.0313
ENSG00000025800,KPNA6,52,0.10458,50,0.03580,32,-0.6649,41,-0.3020,34,-0.6673,67,0.71242
ENSG00000084623,EIF3I,63,-0.7102,73,-0.4828,111,0.17707,62,-0.7418,98,-0.0283,130,0.62104
ENSG00000175130,MARCKSL1,514,2.63333,137,0.08176,200,0.71627,152,0.24911,36,-2.0959,32,-2.4469
ENSG00000160058,BSDC1,68,0.21051,25,-1.3496,61,0.04022,64,0.09256,47,-0.4522,76,0.54987
ENSG00000176261,ZBTB8OS,57,0.49156,24,-0.9026,47,0.15545,37,-0.2036,43,0.01381,44,0.06772
ENSG00000162521,RBBP4,88,0.36374,41,-0.8512,83,0.28311,59,-0.2839,70,-0.0017,74,0.10371
ENSG00000134684,YARS,37,-1.4401,40,-1.3412,43,-1.2312,81,-0.2492,119,0.43665,137,0.90980
ENSG00000121905,HPCA,29,-2.8189,60,-1.7629,196,0.05146,193,0.02659,213,0.21383,268,0.82988
ENSG00000134686,PHC2,99,0.94226,25,-1.2561,83,0.62984,27,-1.1313,43,-0.4942,63,0.24395
ENSG00000163866,SMIM12,17,-2.0134,28,-1.2316,69,0.15997,26,-1.3540,82,0.51401,87,0.77152
ENSG00000116544,DLGAP3,11,-1.9666,37,-0.1627,71,0.94532,36,-0.1777,45,0.20367,40,-0.0382
ENSG00000116560,SFPQ,226,0.77458,136,-0.0674,162,0.21204,146,0.04201,114,-0.3995,127,-0.2311
ENSG00000146463,ZMYM4,74,1.01082,53,0.42442,36,-0.2040,39,-0.0741,29,-0.5797,35,-0.2873
ENSG00000142687,KIAA0319L,27,-1.0081,53,0.02911,51,-0.0356,42,-0.3568,37,-0.6165,74,0.84791
ENSG00000020129,NCDN,143,-2.4941,270,-1.5583,877,0.28699,892,0.31483,609,-0.3438,1076,0.92458
ENSG00000126067,PSMB2,95,-0.6058,39,-1.9315,111,-0.3545,183,0.45897,144,0.06485,178,0.57331
ENSG00000142686,C1orf216,19,-2.5757,27,-2.0995,71,-0.6329,104,-0.0348,110,0.06036,172,1.22112
ENSG00000054116,TRAPPC3,40,-0.7876,19,-1.9008,87,0.46696,83,0.38495,77,0.30888,69,0.11347
ENSG00000116871,MAP7D1,157,-0.3969,102,-1.0658,180,-0.1780,347,0.92213,224,0.20549,192,-0.0997
ENSG00000054118,THRAP3,89,0.90203,38,-0.5021,63,0.33148,18,-1.6146,63,0.38338,44,-0.3417
ENSG00000181817,LSM10,34,-0.4474,21,-1.1433,38,-0.2525,18,-1.4228,74,1.00724,48,0.15840
ENSG00000116898,MRPS15,39,-0.3855,45,-0.1549,50,0.02276,21,-1.3056,69,0.64247,51,0.05901
ENSG00000163875,MEAF6,84,-0.3653,32,-1.8184,113,0.11039,88,-0.2904,92,-0.2553,150,0.84143
ENSG00000185090,MANEAL,11,-2.1089,7,-2.6402,34,-0.3941,77,0.94315,53,0.34755,54,0.44466
ENSG00000197982,C1orf122,348,0.61099,272,0.19928,223,-0.1240,262,0.13498,248,0.05472,189,-0.4959
ENSG00000183431,SF3A3,30,-0.1079,14,-1.2263,22,-0.5938,30,-0.1294,50,0.84704,32,-0.0423
ENSG00000183520,UTP11,37,0.11964,20,-0.8427,28,-0.3402,45,0.44378,30,-0.2140,39,0.30877
ENSG00000185668,POU3F1,0,-7.9697,7,-2.9845,0,-8.6855,1,-5.4108,90,1.18886,89,1.50296
ENSG00000116954,RRAGC,63,0.50030,28,-0.7914,32,-0.5755,30,-0.6873,36,-0.4223,63,0.75266
ENSG00000174574,AKIRIN1,94,-0.0386,33,-1.6515,78,-0.3290,77,-0.3561,111,0.26606,121,0.52279
ENSG00000168653,NDUFS5,366,-0.8608,567,-0.1723,405,-0.7033,758,0.30033,833,0.53844,640,0.02887
ENSG00000127603,MACF1,327,1.10414,277,0.80867,188,0.14872,118,-0.5906,116,-0.6922,133,-0.5092
ENSG00000090621,PABPC4,85,0.98487,44,-0.1201,40,-0.2648,43,-0.1554,37,-0.4494,47,-0.0193
ENSG00000116983,HPCAL4,69,-2.2164,203,-0.5869,357,0.32460,520,0.97260,198,-0.6950,365,0.50254
ENSG00000131236,CAP1,104,-0.7499,103,-0.7589,123,-0.4821,182,0.13590,196,0.29941,200,0.40894
ENSG00000131238,PPT1,169,0.18069,79,-1.0249,131,-0.2276,112,-0.4844,183,0.35597,169,0.24330
ENSG00000084073,ZMPSTE24,85,0.78478,14,-2.0211,46,-0.2382,115,1.34433,36,-0.6758,48,-0.1917
ENSG00000084070,SMAP2,65,-1.0158,86,-0.5848,111,-0.1782,192,0.72474,129,0.06481,136,0.19541
ENSG00000117016,RIMS3,8,-2.6031,42,-0.2142,65,0.49014,76,0.74582,51,0.07850,48,-0.0337
ENSG00000066136,NFYC,26,-0.4994,9,-2.0864,31,-0.2225,46,0.39462,34,-0.0755,48,0.64605
ENSG00000198815,FOXJ3,23,-1.5995,55,-0.2989,68,0.04658,50,-0.4623,78,0.29112,82,0.48439
ENSG00000177181,RIMKLA,3,-3.3782,29,-0.1823,2,-3.8351,60,1.00687,41,0.43334,40,0.42131
ENSG00000127125,PPCS,66,0.37676,50,-0.0600,62,0.27984,35,-0.6196,64,0.37986,43,-0.3964
ENSG00000065978,YBX1,233,1.84126,76,-0.1537,82,-0.0235,92,0.16969,48,-0.9383,57,-0.7668
ENSG00000177868,SVBP,56,0.88475,20,-0.7719,12,-1.4989,67,1.21149,31,-0.1249,27,-0.4363
ENSG00000117394,SLC2A1,125,2.12245,25,-0.6737,41,0.08569,21,-0.9537,31,-0.4238,26,-0.8128
ENSG00000117395,EBNA1BP2,45,-0.9913,44,-1.0400,75,-0.2100,112,0.44653,117,0.62723,85,0.00609
ENSG00000142949,PTPRF,163,1.06184,55,-0.7416,121,0.53622,59,-0.6212,64,-0.5442,87,-0.0147
ENSG00000126091,ST3GAL3,35,-0.3270,32,-0.4681,23,-0.9388,72,0.87657,55,0.48275,37,-0.2687
ENSG00000117408,IPO13,158,1.66746,49,-0.3626,75,0.33489,38,-0.7602,36,-0.9060,53,-0.2920
ENSG00000117410,ATP6V0B,341,-0.7025,176,-1.7082,351,-0.6566,697,0.45032,491,-0.1446,744,0.80984
ENSG00000117411,B4GALT2,55,0.21301,51,0.08518,76,0.75789,30,-0.7624,33,-0.6415,52,0.16019
ENSG00000178028,DMAP1,24,-0.9594,34,-0.4675,78,0.89524,48,0.07349,35,-0.4544,52,0.28936
ENSG00000117419,ERI3,120,-0.6703,78,-1.3369,106,-0.8694,191,0.05806,195,0.11085,257,0.79801
ENSG00000187147,RNF220,205,0.95602,53,-1.2206,79,-0.6130,139,0.28922,138,0.32053,99,-0.3419
ENSG00000142937,RPS8,1699,1.58446,782,0.20074,1009,0.62849,561,-0.3362,461,-0.7183,419,-0.9844
ENSG00000070785,EIF2B3,28,-0.2324,9,-1.9620,34,0.08409,39,0.31072,19,-0.8972,47,0.93373
ENSG00000126088,UROD,52,-0.8382,35,-1.4119,103,0.25815,86,-0.0303,104,0.31052,103,0.34890
ENSG00000117450,PRDX1,672,1.14581,215,-0.7483,404,0.25959,271,-0.3852,300,-0.2536,313,-0.2000
ENSG00000117448,AKR1A1,93,0.82649,26,-1.1831,25,-1.2622,76,0.48290,50,-0.2210,63,0.23996
ENSG00000132780,NASP,85,1.87001,43,0.57826,27,-0.1612,7,-2.0964,26,-0.2578,18,-0.9350
ENSG00000159592,GPBP1L1,77,1.30106,15,-1.3776,32,-0.1779,42,0.25917,29,-0.4174,34,-0.1357
ENSG00000085998,POMGNT1,63,0.18116,70,0.36053,34,-0.7867,34,-0.7896,38,-0.6910,76,0.72342
ENSG00000132128,LRRC41,36,-0.4507,11,-2.1300,48,0.02336,61,0.42453,32,-0.6980,69,0.89786
ENSG00000173660,UQCRH,286,-1.2127,378,-0.7889,325,-1.0188,713,0.22315,867,0.65111,721,0.33167
ENSG00000117480,FAAH,60,0.51610,39,-0.1802,42,-0.0745,48,0.12201,22,-1.1535,54,0.47086
ENSG00000123472,ATPAF1,140,0.23299,93,-0.4331,118,-0.0525,111,-0.1554,109,-0.2077,139,0.29606
ENSG00000159658,EFCAB14,171,1.83509,40,-0.6750,69,0.20014,62,0.01412,37,-0.8643,45,-0.6185
ENSG00000162368,CMPK1,133,0.33007,48,-1.2511,88,-0.3341,92,-0.2687,128,0.31667,120,0.21758
ENSG00000162374,ELAVL4,11,-3.9679,86,-0.9903,76,-1.1722,116,-0.5295,267,1.00980,212,0.62523
ENSG00000185104,FAF1,36,-0.0333,27,-0.4531,45,0.33065,13,-1.5390,52,0.69330,35,-0.1247
ENSG00000123091,RNF11,282,-0.6469,211,-1.0877,268,-0.7265,649,0.71336,365,-0.2722,558,0.64557
ENSG00000085832,EPS15,172,0.00561,156,-0.1498,62,-1.5671,88,-1.0503,238,0.63972,197,0.30484
ENSG00000078618,NRDC,54,-0.5614,90,0.24897,68,-0.1935,53,-0.5989,60,-0.4561,103,0.68389
ENSG00000169213,RAB3B,27,-3.0831,89,-1.2990,166,-0.3457,247,0.29612,183,-0.2170,320,1.09932
ENSG00000134717,BTF3L4,49,-0.7200,42,-0.9458,71,-0.1498,139,0.98894,83,0.12055,77,-0.0119
ENSG00000157077,ZFYVE9,34,-0.2644,30,-0.4424,25,-0.7162,50,0.35786,36,-0.2252,50,0.51253
ENSG00000162378,ZYG11B,47,-1.5431,114,-0.1835,127,-5.3586,87,-0.6078,149,0.29498,158,0.49429
ENSG00000116171,SCP2,236,1.46345,67,-0.6568,134,0.44606,67,-0.6629,106,0.06734,68,-0.8165
ENSG00000162384,CZIB,79,0.56397,33,-0.8380,50,-0.1736,50,-0.1783,62,0.19147,56,0.00058
ENSG00000162385,MAGOH,38,0.19776,1,-4.4654,36,0.12071,68,1.21753,38,0.23647,27,-0.4182
ENSG00000157193,LRP8,15,-2.1047,19,-1.7422,35,-0.8525,59,-0.0224,79,0.52958,84,0.82323
ENSG00000081870,HSPB11,48,0.13403,26,-0.7961,38,-0.2224,46,0.08829,48,0.14341,47,0.15912
ENSG00000116209,TMEM59,377,0.91814,112,-1.0518,156,-0.5344,174,-0.3636,211,-0.0701,243,0.23301
ENSG00000116221,MRPL37,47,-0.3829,34,-0.8975,52,-0.2192,40,-0.6283,55,-0.1557,85,0.84836
ENSG00000157216,SSBP3,141,-0.4301,86,-1.1986,77,-1.3532,220,0.28433,228,0.39732,229,0.48248
ENSG00000116133,DHCR24,143,-0.3270,66,-1.5173,58,-1.6985,128,-0.5033,166,-0.1090,285,1.23129
ENSG00000162402,USP24,68,1.38068,23,-0.4523,46,0.68239,19,-0.7516,19,-0.7894,27,-0.2730
ENSG00000162407,PLPP3,290,2.29369,57,-0.6272,325,2.57225,32,-1.4974,15,-2.7286,8,-3.7850
ENSG00000177606,JUN,174,0.76257,11,-3.3940,308,1.83418,274,1.59531,23,-2.5371,61,-1.1496
ENSG00000134709,HOOK1,6,-2.6396,21,-0.8489,43,0.26650,73,1.18230,29,-0.4134,42,0.33713
ENSG00000162599,NFIA,364,3.16619,113,0.65343,110,0.60644,21,-1.9713,17,-2.4007,14,-2.8506
ENSG00000162604,TM2D1,107,0.68633,19,-1.9727,59,-0.2890,66,-0.1262,67,-0.0968,84,0.38654
ENSG00000116641,DOCK7,54,0.93173,45,0.59394,38,0.30492,12,-1.4728,14,-1.2942,34,0.21691
ENSG00000079739,PGM1,25,-0.4068,21,-0.6721,66,1.23460,13,-1.4198,31,-0.0387,34,0.11682
ENSG00000158966,CACHD1,59,0.33953,23,-1.1305,74,0.71967,25,-1.0312,53,0.18372,49,0.01773
ENSG00000162437,RAVER2,19,-0.7295,37,0.31580,53,0.91890,15,-1.1388,19,-0.8196,38,0.48121
